,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink,VADER score
691,23/10/2019 03:54,10,12,CONGRATULATIONS to the #WinnersAtWork - Value Added Business Employee Accolades - September 2019 ! #Vedanta #Congratulations #SesaGoaIronOre #employee #accolades @NavnathVhatte @sauvickmazumder @VedantaLimited pic.twitter.com/ys5ZUszVdu,,@NavnathVhatte @sauvickmazumder @VedantaLimited,#WinnersAtWork #Vedanta #Congratulations #SesaGoaIronOre #employee #accolades,"1,1869E+18",https://twitter.com/SesaGoaIronOre/status/1186898731368501248,0.8087
693,23/10/2019 03:48,3,2,"The FTSE/JSE Africa All Share Index fell 0.3% to 55,936.83 as 86 stocks gained, 69 fell, and 4 were unchanged. Pick n Pay Stores rose 10.5%, Truworths International gained 9.0% and AVI climbed 7.4%. Sasol fell 7.3%, Kumba Iron Ore dropped 6.4% and Invicta Holdings declined 5.8%.",,,,"1,1869E+18",https://twitter.com/ijg_research/status/1186897091249037312,0.5267
694,23/10/2019 03:36,0,1,Congratulations,,,,"1,18689E+18",https://twitter.com/SesaGoaIronOre/status/1186894250211807234,0.5994
695,23/10/2019 03:33,3,2,There’s No Shortage of #IronOre — There’s a Shortage of it at the Right Cost http:// dlvr.it/RGmQx9 pic.twitter.com/I2R43fch0x,,,#IronOre,"1,18689E+18",https://twitter.com/METALMINER/status/1186893402429771776,-0.6369
697,23/10/2019 03:24,11,13,"After repeat spills in the Brazilian #ironore industry, #Vale cannot afford another tailings dam failure. Large investor pressure all-but demands that the industry secures alternative supplies from Vale's elevated delivery risk. #steel #Zanaga #ZIOC https://www. miningmx.com/news/energy/38 603-spotlight-on-climate-change-safety-practices-reshaping-the-worlds-mining-energy-sectors/ … pic.twitter.com/MX8leC611x",,,#ironore #Vale #steel #Zanaga #ZIOC,"1,18689E+18",https://twitter.com/MinorMinerLSE/status/1186891141179949056,-0.6486
699,23/10/2019 03:00,0,1,"#SGXNews - #SGX and E-Steel unveil bigger and broader Singapore Iron Ore Week for 2020: https:// bit.ly/2N6Y6w2 Expanded event will feature new forums on #steel , #cokingcoal and #freight to bring together more industry players in the ferrous metals ecosystem #IronOreWeek",,,#SGXNews #SGX #steel #cokingcoal #freight #IronOreWeek,"1,18689E+18",https://twitter.com/SGX/status/1186885056901500928,0.0
700,23/10/2019 02:59,3,1,Will #scrap make headway in displacing #ironore and metallurgical #coal as the key raw material in the long term? Award-winning industry expert Paul Lim examines the Chinese scrap markets and what is next on the horizon. Download the whitepaper: http:// spr.ly/60121H23O pic.twitter.com/A1tLwMk5yB,,,#scrap #ironore #coal,"1,18688E+18",https://twitter.com/Fastmarkets/status/1186884939121332224,0.0
705,23/10/2019 02:11,6,14,'The dam already holds at least 10x the amount of waste spilled in the deadly collapse of #Vale 's Brumadinho mine in January.' Imperative for China to diversify #ironore supply away from Brazil and Oz to W. Africa: #Simandou and #Zanaga #ZIOC #Glencore https://www. afr.com/markets/commod ities/china-iron-ore-futures-extend-gains-on-vale-s-woes-20191023-p5339c …,,,#Vale #ironore #Simandou #Zanaga #ZIOC #Glencore,"1,18687E+18",https://twitter.com/MinorMinerLSE/status/1186872871848742912,-0.7184
708,23/10/2019 01:21,1,3,"Budget discipline""? What happened to the surplus (that occurred as a result of the Morrison Govt's GST fix and iron ore royalties?) That didn't help the WA state McGowan govt at all? They love to gloat about it but nothing eventuates from it as a result... #TBC https:// twitter.com/TinleyMLA/stat us/1186846337574158338 …""",,,#TBC,"1,18686E+18",https://twitter.com/AStrongerOZ/status/1186860257860960256,0.3635
709,23/10/2019 01:13,0,1,Iron Ore might be on the move again... FMG certainly getting excited... https://www. afr.com/markets/commod ities/china-iron-ore-futures-extend-gains-on-vale-s-woes-20191023-p5339c …,,,,"1,18686E+18",https://twitter.com/Supereng4/status/1186858207299293184,0.34
711,23/10/2019 00:35,0,1,"Iron ore fades, but not far Tim Treadgold explores why #ironore is slipping from fabulous to excellent, and questions the reasons behind it all. #ausbiz http:// ow.ly/Nz2C50wR2Zx pic.twitter.com/2tHU9Lvly5",,,#ironore #ausbiz,"1,18685E+18",https://twitter.com/eurekareport/status/1186848483204124672,0.8922
712,23/10/2019 00:30,2,7,"Are you suggesting that the @ScottMorrisonMP GST fix and the iron ore royalty mini boom hasn’t helped you out at all, Peter?",,@ScottMorrisonMP,,"1,18685E+18",https://twitter.com/TjornSibma/status/1186847402226880513,0.0
713,22/10/2019 23:52,0,2,"(2) Early cycle cyclicals (steels, iron ore , rails) have all been trading with RSIs trending higher and trading with higher lows. Sell side is quite bearish and retail has left the market. Rarely will retail call the “top” of the market. The pain is all about positioning.",,,,"1,18684E+18",https://twitter.com/Lfeinman/status/1186837847590014976,-0.6249
714,22/10/2019 23:50,3,6,$ LBRMF They went off public because of unfortunate collapse of Iron Ore prices . But all those years they kept delivering. Now the iron prices are crawling up again and their sites are production ready https:// twitter.com/MagplaneTechno 1/status/1186834935920910337 …,,,,"1,18684E+18",https://twitter.com/OTC_Falcon/status/1186837325541728257,0.0387
715,22/10/2019 23:41,4,5,$ LBRMF Houston Project 20Million Tonnes of Fe @62% X $90/tonne EQUALS $1.8 Billion worth of Hi-grade Iron Ore . pic.twitter.com/PbdOszjrPV,,@62,,"1,18683E+18",https://twitter.com/MagplaneTechno1/status/1186834935920910337,0.2263
720,22/10/2019 22:38,1,2,@FitchRatings 2020 commodity price forecasts. Most notable is big increase for iron ore . via @SoberLook pic.twitter.com/7RyhmO1Ew9,,@FitchRatings @SoberLook,,"1,18682E+18",https://twitter.com/mjhousiaux12/status/1186819102683385856,0.3182
721,22/10/2019 22:16,0,1,"That is exactly what CFO told me today. And he added that their 3 sites are production ready and as soon as Iron ore prices spike further which they think they will very soon, they will commence production $ LBRMF",,,,"1,18681E+18",https://twitter.com/OTC_Falcon/status/1186813586250911744,0.3612
722,22/10/2019 22:09,0,1,"Are current revenues as a result of Equipment & Other Asset Leases, outside of Iron Ore sales ? $ LBRMF",,,,"1,18681E+18",https://twitter.com/MagplaneTechno1/status/1186811889231249408,0.3612
723,22/10/2019 22:04,0,1,#Sunsirs is the is a China leading provider of bulk commodities information and prices #Iron ore #business #china #economics #Commodities and #trading #markets . http://www. sunsirs.com/uk/news-57-1.h tml … https:// twitter.com/sureIQ/status/ 1153240359956185088 …,,,#Sunsirs #Iron #business #china #economics #Commodities #trading #markets,"1,18681E+18",https://twitter.com/Sunsirs1/status/1186810522949173248,0.0
724,22/10/2019 21:49,0,1,Daily iron ore price update (Vale schmale) - MacroBusiness https://www. macrobusiness.com.au/2019/10/daily- iron-ore-price-update-vale-schmale-2/ …,,,,"1,18681E+18",https://twitter.com/iron_northwest/status/1186806856045363201,0.0
725,22/10/2019 21:49,0,1,China starts new $10b Oakajee iron ore push https://www. afr.com/companies/mini ng/china-starts-new-10b-oakajee-iron-ore-push-20191018-p5324s …,,,,"1,18681E+18",https://twitter.com/iron_northwest/status/1186806757005250560,0.0
726,22/10/2019 21:48,0,3,I keep saying Brazil still has huge problems - its all the Pilbara China iron ore futures extend gains on Vale's woes https://www. afr.com/markets/commod ities/china-iron-ore-futures-extend-gains-on-vale-s-woes-20191023-p5339c …,,,,"1,18681E+18",https://twitter.com/iron_northwest/status/1186806451668279297,-0.0516
727,22/10/2019 21:46,0,1,Dry Bulk Market: The Case for Australian Iron Ore Exports https://www. hellenicshippingnews.com/dry-bulk-marke t-the-case-for-australian-iron-ore-exports/ …,,,,"1,18681E+18",https://twitter.com/iron_northwest/status/1186806106695163905,0.0
728,22/10/2019 21:45,0,2,China eyes Oakajee revival on strong iron ore prices https:// smallcaps.com.au/china-eyes-oak ajee-revival-strong-iron-ore-prices/ … via @SmallCapsASX,,@SmallCapsASX,,"1,18681E+18",https://twitter.com/iron_northwest/status/1186805835642499072,0.5106
732,22/10/2019 20:42,2,1,"Iron ore spot price MBIOI benchmark Fe 62% up +1.5pc to $86.68/t Cfr Qingdao on 22-Oct; Vale temporarily suspends disposal of tailings at Itabiruçu dam, at ze Itabira Complex (MetalBulletin) #ausbiz #ironore #ironore2019 pic.twitter.com/7LNhpeNhE5",,,#ausbiz #ironore #ironore2019,"1,18679E+18",https://twitter.com/PeteWargent/status/1186789909010366465,0.0
734,22/10/2019 20:34,1,4,"Tell me, do you have the same attitude to China's current trade-war-busting infrastructure spending spree (combined with a dam collapse in Brazil) propping up our bottom line because if inflated iron ore and coal prices? This Chinses resource boom isn't helping much. #auspol",,,#auspol,"1,18679E+18",https://twitter.com/MySocialMedia6/status/1186787922286141442,-0.6234
735,22/10/2019 20:08,1,1,"Mining can still exist, just mine the elements needed in renewables, Aluminium, Lithium, Iron ore for steel, etc.",,,,"1,18678E+18",https://twitter.com/WhteRbbnAdvocat/status/1186781386922844160,0.0
739,22/10/2019 19:15,0,1,Check this link: more iron ore payments in RMB https:// mp.weixin.qq.com/s/iDhzdzMc0U1M Nyn130UrKQ …,,,,"1,18677E+18",https://twitter.com/audiocomedian/status/1186768155827294208,0.0
743,22/10/2019 18:41,3,3,"Aussie #shares are set to edge lower at the opening, as sentiment weakened in the final hour of #trade in #NY . Disappointing #results from #McDonald 's and Travelers Cos as well as regulatory challenges for #Facebook . #BHP and #Rio made #gains as the price of #iron ore rose $ RZI",,,#shares #trade #NY #results #McDonald #Facebook #BHP #Rio #gains #iron,"1,18676E+18",https://twitter.com/raizaustralia/status/1186759591494684672,-0.6486
744,22/10/2019 18:31,1,1,Eurozone +0.1% US shares -0.4% not helped by more Brexit delays US 10 yr yld -4bp to 1.76% Oil +1.5% Gold +0.3% Iron ore +1% ASX futures flat $ A 0.6851 as $ US index +0.1%,,,,"1,18676E+18",https://twitter.com/ShaneOliverAMP/status/1186756895190597632,0.296
750,22/10/2019 17:49,0,7,"What percent of China’s oil imports are purchased in CNY? How about Iron Ore ? You’re living in fantasyland. Nobody is going to sell China $700B worth of commodities in exchange for Monopoly money. After all, with such credible currency, who needs capital controls?",,,,"1,18675E+18",https://twitter.com/EmmaMuhleman1/status/1186746329277427712,0.3485
751,22/10/2019 17:41,1,10,"Make a total sense, EPP low cost start-up, being held back for a reason.... #zanaga @Zanaga_ Iron_Ore #zioc https:// twitter.com/ZIOC_2018/stat us/1186726568095309824 …",,@Zanaga_,#zanaga #zioc,"1,18674E+18",https://twitter.com/Rafaley/status/1186744434735636480,-0.2732
752,22/10/2019 17:37,2,3,"Market view on TT: #ES_F , #FESX and #NK_F fell. #FTSE100 was up. #VIX rose. #ZB_F , #Bunds and #Gilts are higher. #Brent , #WTI , #sourcrude , #natgas , #gasoil , #gold , #ironore , #DX_F and #coffee are higher. #Gas , #silver , #copper , #bitcoin , #ether , #FLEX , #GBP and #sugar are lower. pic.twitter.com/bnQwW5CDd7",,,#ES_F #FESX #NK_F #FTSE100 #VIX #ZB_F #Bunds #Gilts #Brent #WTI #sourcrude #natgas #gasoil #gold #ironore #DX_F #coffee #Gas #silver #copper #bitcoin #ether #FLEX #GBP #sugar,"1,18674E+18",https://twitter.com/Trading_Tech/status/1186743476316262401,-0.296
753,22/10/2019 17:35,0,2,Yes. And every $1 of commodity imports China switches fr USD to CNY grows that surplus by $1. Importing all commodities in CNY would add ~$700b per year to that total. Oil and iron ore already flowing in CNY. https://www. spglobal.com/platts/en/mark et-insights/latest-news/metals/101119-rio-tinto-makes-1st-iron-ore-sale-from-chinese-port-in-yuan-sources …,,,,"1,18674E+18",https://twitter.com/LukeGromen/status/1186742957879238669,0.4019
754,22/10/2019 17:09,7,9,"US Market Close: Dow Jones -39pts or -0.14% S&P500 -8pts or -0.3% Nasdaq -58pts or -0.7% #Gold +0.2% to US$1,490.10/oz #Oil +0.2% to US$54.21/bl #ironore +1% or 95 cents to US$86.00/t US 10yr Note 1.76% down 3bps SPI -2pts #AUDUSD $0.6860 #ausbiz",,,#Gold #Oil #ironore #AUDUSD #ausbiz,"1,18674E+18",https://twitter.com/CommSec/status/1186736247894446080,0.0
756,22/10/2019 16:45,1,9,NEways this is a little ore compound where midget children sl*ve away and grind up all the iron ore that's created by the radioactive effect of a nearby meteor... it´s also a fishing spot pic.twitter.com/GufcIeOa3X,,,,"1,18673E+18",https://twitter.com/andyandthedevi1/status/1186730270877196289,0.25
757,22/10/2019 16:33,3,9,"With 30mins left in the US: Dow Jones +45pts or +0.17% S&P500 -5pts or -0.2% Nasdaq -39pts or -0.5% #Gold +0.1% to US$1,490.10/oz #Oil +1.7% to US$54.21/bl #ironore +1% or 95 cents to US$86.00/t US 10yr Note 1.77% down 3bps SPI +1pts #AUDUSD $0.6860 #ausbiz",,,#Gold #Oil #ironore #AUDUSD #ausbiz,"1,18673E+18",https://twitter.com/CommSec/status/1186727342825033729,0.0
758,22/10/2019 16:30,3,17,x Iron ore price not so important at moment as China need high grade #ironore for themselves and build #congo infrastructure. Save them a fortune from Compare to Simandou and it's a no brainer Perhaps Silence Is Golden JMO DYOR GLA #zioc #zanaga #china #mining,,,#ironore #congo #zioc #zanaga #china #mining,"1,18673E+18",https://twitter.com/ZIOC_2018/status/1186726572709109760,0.6395
759,22/10/2019 16:30,6,20,SEZ now go ahead Expropriation on going On going delays on project updates. Something has changed Share incentive scheme sorted Talks of Chinese infrastructure Chinese need of high grade iron ore #zioc #zanaga #ironore #mining #china,,,#zioc #zanaga #ironore #mining #china,"1,18673E+18",https://twitter.com/ZIOC_2018/status/1186726570469330945,0.5719
760,22/10/2019 16:30,10,27,Surely if doing standalone EPP we would have by now. So we’re not. Something else happening. As I’ve stated before I’m certain the Chinese are involved and on board in a big way Chinese debt restructuring IMF deal MFP upgrades at old port #zioc #zanaga #ironore #china,,,#zioc #zanaga #ironore #china,"1,18673E+18",https://twitter.com/ZIOC_2018/status/1186726568095309824,0.3612
761,22/10/2019 16:24,0,1,yes,,,,"1,18673E+18",https://twitter.com/IRoNoRE69/status/1186725079901716481,0.4019
767,22/10/2019 16:00,0,1,"thanks for the info, i had mine set to auto login via battlenet.",,,,"1,18672E+18",https://twitter.com/IRoNoRE69/status/1186718889696202758,0.4404
775,22/10/2019 15:32,0,1,"Are you sure you've got the recipe right?""-G ""Of course I'm sure,3 parts limestone.."" -F ""Yeah, 3 parts limestone.."" -G ""Uh-huh! 2 parts sandstone.."" -F ""Sandstone, check.""-G ""1 part iron ore . And now the secret ingredient. 1 giant spoon of cooled and hardened Gronckle lava!""-F""",,,,"1,18671E+18",https://twitter.com/Dragons_Hiccup/status/1186712024111308800,0.4374
776,22/10/2019 15:30,1,2,The price of iron ore futures in China extended gains for a third session on Tuesday on renewed Vale supply worries #ironore http:// bit.ly/2o7bKqw,,,#ironore,"1,18671E+18",https://twitter.com/FinancialReview/status/1186711316817252352,-0.1027
780,22/10/2019 15:06,5,4,"Much iron ore exported to #Germany comes from mines in Brazil. German banks finance mining activities which harm people and the environment. The case of #Brumadinho is not a Brazilian problem - it is of utmost importance to also seek justice in #Germany "" Carolina de Moura Campos""",,,#Germany #Brumadinho #Germany,"1,18671E+18",https://twitter.com/ECCHRBerlin/status/1186705360956080129,0.5659
781,22/10/2019 15:05,6,23,Wonder if we see more of the same tomorrow. Lovely big buy at close. Glad I topped up today. Something coming. I’m sure of it. #zioc #zanaga #ironore #china #mining pic.twitter.com/FwEjh2ZcHW,,,#zioc #zanaga #ironore #china #mining,"1,18671E+18",https://twitter.com/ZIOC_2018/status/1186705271017607169,0.8442
785,22/10/2019 14:15,7,24,"'s #mining industry provides the responsibly-sourced #minerals and #metals that power electric vehicles, including metallurgical coal, #nickel , #copper , #ironore , #zinc , #cobalt and many more - this is a great full circle moment! https:// bit.ly/2nVAZf4 https:// twitter.com/TeckResources/ status/1186687154010894336 …",,,#mining #minerals #metals #nickel #copper #ironore #zinc #cobalt,"1,18669E+18",https://twitter.com/theminingstory/status/1186692598443970565,0.6864
789,22/10/2019 13:09,0,1,Iron Ore from Chagai put on SALE http:// finperial.finance.blog/2019/10/22/iro n-ore-from-chagai-put-on-sale/ … pic.twitter.com/7Ib4GSuhUG,,,,"1,18668E+18",https://twitter.com/finperial/status/1186676076854075394,0.0
794,22/10/2019 12:27,0,1,"Strong Minas-Rio, met coal performance drive Anglo’s output higher http:// ow.ly/c72550wRkuf #diversifiedminer #ironore #minasrio #coal @AngloAmerican",,@AngloAmerican,#diversifiedminer #ironore #minasrio #coal,"1,18667E+18",https://twitter.com/MiningWeeklyCA/status/1186665413045866496,0.5106
796,22/10/2019 12:07,0,3,"#MBIOI the spot price for benchmark Fe 62% #Ironore fines increased 1.50% to $86.68 a tonne cfr #Qingdao on 22nd Oct, after Vale lowered its sales expectation. (Temporarily suspended activities at Itabiruçu tailings dam, estimating an output impact of 1.2 million tonnes this year",,,#MBIOI #Ironore #Qingdao,"1,18666E+18",https://twitter.com/karun_f7/status/1186660451796471810,-0.3612
800,22/10/2019 11:51,0,6,Iron ore financing FYI https:// twitter.com/TomasKallanish /status/1186654249825886211 …,,,,"1,18666E+18",https://twitter.com/BaldingsWorld/status/1186656259996565506,0.368
802,22/10/2019 11:00,1,1,Cotação do Minério de Ferro $ VALE #VALE3 (62% Iron Ore ) Fonte: https:// bit.ly/ferro62 pic.twitter.com/wfwCWtKxBl,,,#VALE3,"1,18664E+18",https://twitter.com/pardoTRADER/status/1186643446070759424,0.0
803,22/10/2019 10:39,0,2,"Context steel prices going down, iron ore becoming issue, economy slowing..... Time for steelcos to launch initiatives in research n technology. May be committed use of fines and lean ores; reducing energy consumption; enhancing process efficiency. Market driven research!",,,,"1,18664E+18",https://twitter.com/SteelProfessor/status/1186638189605212160,0.7177
804,22/10/2019 10:31,2,2,DCE Iron Ore 60 min chart - in the process of a head and shoulders neck line breakout. @Bloomberg @markets @Reuterscommods @reuterslive @ftcommodities @drybulk @dryBulkETF #Shipping #commodities #steel #hellenicship @IMPAassoc #technicalanalysis #YahooFinance pic.twitter.com/xBYUbLI9jS,,@Bloomberg @markets @Reuterscommods @reuterslive @ftcommodities @drybulk @dryBulkETF @IMPAassoc,#Shipping #commodities #steel #hellenicship #technicalanalysis #YahooFinance,"1,18664E+18",https://twitter.com/eddiehutton74/status/1186636083062292480,0.0
807,22/10/2019 10:03,2,3,$ LBRMF History: http://www. labradorironmines.ca/corp_info_hist ory.php … Labrador Iron Ore Royalty Corp v $ LBRMF http:// investorshub.advfn.com/boards/read_ms g.aspx?message_id=151837641 …,,,,"1,18663E+18",https://twitter.com/simpleotc/status/1186629155259109387,0.0
808,22/10/2019 09:49,0,1,I'm grateful to film festival organiser @WORRODRoger for highlighting this short but amazing film about the Mauritania Iron Ore Train https:// vimeo.com/225516052 Really looking forward to writing about the people who use the train to survive in my 2020 travels #OnTheRails,,@WORRODRoger,#OnTheRails,"1,18663E+18",https://twitter.com/OnTheRails/status/1186625563118710790,0.8519
810,22/10/2019 09:44,3,25,"OMC, one of the fastest growing mining companies in India, registered significant growth in #Sales of iron ore , chrome ore and bauxite during Apr-Sept’19 with an increase of 39% vis-a-vis to last year due to effective implementation of its #BusinessGrowth strategy. pic.twitter.com/PTKQcnBnkE",,,#Sales #BusinessGrowth,"1,18662E+18",https://twitter.com/odisha_mining/status/1186624326444863495,0.8591
813,22/10/2019 09:27,2,6,#zioc #zanaga #china #mining #ironore Gotta love the positivity. Is something brewing pic.twitter.com/mt6vQp75Xm,,,#zioc #zanaga #china #mining #ironore,"1,18662E+18",https://twitter.com/ZIOC_2018/status/1186620032547205120,0.8176
814,22/10/2019 09:18,3,4,"#Ngwenya #Mine is situated on the north-western border of Swaziland. Its iron ore deposits constitute one of the oldest geological formations in the world, and also have the distinction of being the site of the world's earliest mining activity. #Patrimony #Swaziland #Africa pic.twitter.com/w8IcBLnlXS",,,#Ngwenya #Mine #Patrimony #Swaziland #Africa,"1,18662E+18",https://twitter.com/ong_aha/status/1186617703378890752,0.0
823,22/10/2019 08:11,2,14,"Futuros do minério de ferro avançaram na China hoje, na terceira sessão consecutiva de alta, após Vale ter anunciado ontem que suspendeu atividades em uma mina no Complexo de Itabira e apontado que vendas devem ficar no limite inferior de seu guidance #VALE3 #ironore pic.twitter.com/WUjCk93NMj",,,#VALE3 #ironore,"1,1866E+18",https://twitter.com/AnaliseEnergia/status/1186601002990014470,-0.7269
827,22/10/2019 07:11,0,1,"Itakpe iron ore that will feed Ajaokuta steel is not completed, 90% of Ajaokuta itself is obsolete, the Itakpe iron ore is outdated. Another waste! Wetin I no sef.",,,,"1,18659E+18",https://twitter.com/ObidiNwaGOD1/status/1186585976593932288,-0.7574
828,22/10/2019 07:03,0,1,"@GrogsGamut Tks Greg, timely article. On top of that I believe there's 2 other threats that may cripple AU economy. China will prob retaliate with cutbacks to AU iron ore imports thanks to Dutton's rant. Also, the housing construction industry will crumble due high rise problems.",,@GrogsGamut,,"1,18658E+18",https://twitter.com/sando88/status/1186583797220827136,-0.4939
829,22/10/2019 07:01,1,3,Same MO with iron ore mining in WA,,,,"1,18658E+18",https://twitter.com/AnodyneParadigm/status/1186583339727228928,0.0
832,22/10/2019 06:19,4,7,"“Vale is in danger of becoming the Brexit of iron ore -- as soon as you think things are almost resolved, another issue comes along.” In today's story @TheTerminal pic.twitter.com/NhiicwhXwd",,@TheTerminal,,"1,18657E+18",https://twitter.com/krystalchia/status/1186572719451541505,-0.4576
834,22/10/2019 05:48,5,14,Massive shout-out to @Barchart for calling this once again.!! Zanaga Iron Ore @Zanaga_ Iron_Ore #ZIOC . Sat on one of the World's largest Iron Ore deposits.!! Current Price = 12.00p. Target Price = +56.00p. pic.twitter.com/LD4heptMa9,,@Barchart @Zanaga_,#ZIOC,"1,18656E+18",https://twitter.com/StephenPKendal/status/1186564849628844032,0.0
840,22/10/2019 05:03,1,1,China’s average Iron Ore price index drops in September http:// tinyurl.com/y43ynjxj,,,,"1,18655E+18",https://twitter.com/scrapregister/status/1186553543920099328,0.0
842,22/10/2019 04:53,0,2,". @epirocgroup recently launched its #nextgen #futureproofed & #automation ready #SmartROC D65 surface #drillrig . Three units are now in #WesternAustralia to meet #ironore & other challenges with more flexibility, fuel savings & efficiency #futureofmining http:// bit.ly/35TFyYP pic.twitter.com/MfYjXPZEMd",,@epirocgroup,#nextgen #futureproofed #automation #SmartROC #drillrig #WesternAustralia #ironore #futureofmining,"1,18655E+18",https://twitter.com/im_mining/status/1186551218107289601,0.8173
843,22/10/2019 04:52,0,1,"Or better still, lets make our own steel in Australia by burning our own black coal rather than shipping iron ore to China resulting in polluting the environment with brown coal to fire their power plants? Oh and how much diesel is burnt each year shipping ore to China? #greens",,,#greens,"1,18655E+18",https://twitter.com/Gunsinaustralia/status/1186550903568044032,0.2168
844,22/10/2019 04:40,11,44,Kumba Iron Ore ’s production report for Q3 of 2019 is out. Total production remains on track to meet the full year guidance as announced in Kumba's 2019 interim results on 23 July 2019. Read more here: https:// bit.ly/33RTEbq #AngloAmericanReporting pic.twitter.com/3zj6aP9JG8,,,#AngloAmericanReporting,"1,18655E+18",https://twitter.com/AngloAmericanZA/status/1186547859098918914,0.0
857,22/10/2019 03:16,0,8,Dark oak Dark oak planks Brick Clay Iron ore Iron block Gold ore Gold block Gold ingot Birch wood Birch wood planks Jungle wood Jungle wood planks Diamond ore Diamond block Oak wood fence Dark oak fence Birch fence Jungle fence Oak Door,,,,"1,18653E+18",https://twitter.com/e7aef867dc6848c/status/1186526841278009345,-0.5994
859,22/10/2019 03:06,9,34,- Production up 4% vs Q3 2018 - Iron ore and met coal up We have released our Q3 2019 production report. Learn more: http:// bit.ly/AAQ32019 #AngloAmericanReporting pic.twitter.com/gQpmDsuQe1,,,#AngloAmericanReporting,"1,18652E+18",https://twitter.com/AngloAmerican/status/1186524268928081920,0.0
860,22/10/2019 03:00,1,1,"Western Australia ports minister expressed doubt 500km+ of rail and a deepwater port can be viably built at Oakajee to service iron mines, after Mitsubishi transferring its shares in A$9.7b Jack Hills iron ore mine and planned rail and port to Sinosteel http:// ow.ly/G3CR30pKYkM",,,,"1,18652E+18",https://twitter.com/AmberMining/status/1186522657283592192,-0.0772
863,22/10/2019 02:43,24,18,Together we can do great things. #SesaGoaIronOre unit conducts 2 day #Leadership Workshop for the Managers at Value Added Business. #LeadershipDevelopment . #Vedanta @DaleCarnegie @VedantaLimited pic.twitter.com/0p826q4eW1,,@DaleCarnegie @VedantaLimited,#SesaGoaIronOre #Leadership #LeadershipDevelopment #Vedanta,"1,18652E+18",https://twitter.com/SesaGoaIronOre/status/1186518329952833541,0.7579
864,22/10/2019 02:41,0,4,"WE means the WE gang out there Collective trolling How can you be so right Ma'm After extracting tons & tons of Iron ore for more than 100 years from Odisha, Tata's Joda Hospital is a great contribution to #Odisha ..that is what we says..you can understand the level",,,#Odisha,"1,18652E+18",https://twitter.com/IamanODIA/status/1186517794080182275,0.6249
865,22/10/2019 02:30,0,1,"Hmm, yes Iron Ore will always be $140 a tonne ... nek minut lol",,,,"1,18652E+18",https://twitter.com/youngmacar0ni/status/1186515039747891202,0.6705
866,22/10/2019 02:28,1,2,$ FMG - Iron ore perked up after Brazil’s Vale SA scaled back sales guidance following another dam shutdown,,,,"1,18651E+18",https://twitter.com/ealwebster/status/1186514562561896449,0.0
869,22/10/2019 01:59,2,18,"Moving forward! growth, diversification & the future of mining in #Mali Ministry of Mines & Petroleum predicts around 800 tons of #gold , 2 million tons #ironore , 20 million tons #manganese , 4 million tons of #lithium open 4 business $ MLL MALi LiTHIUM https:// bit.ly/35V9WSE",,,#Mali #gold #ironore #manganese #lithium,"1,18651E+18",https://twitter.com/8lusky/status/1186507363580121089,0.4389
870,22/10/2019 01:59,0,1,$ CFE have a 2nd go at clarifying their position with it's Iron Ore tenement in Sierra Leone pic.twitter.com/mx3d4dVhIS,,,,"1,18651E+18",https://twitter.com/stockswami/status/1186507249771876353,0.0
879,22/10/2019 01:09,0,8,Lol it’s “eco” because it’s metal? Didn’t know iron ore and chromium ore grew on trees and could be mined and turned into stainless steel with wind and solar energy,,,,"1,18649E+18",https://twitter.com/krishashok/status/1186494852030009344,0.5994
881,22/10/2019 00:50,0,5,"Whyalla is located on the east coast of the Eyre Peninsula in SA. Known as the Steel City"" due to the steelworks & shipbuilding heritage, the port has also been a major exporter of iron ore since 1903. See our crew aboard the tugboat Tarpan, ready to assist safely & efficiently. pic.twitter.com/DiN48nLYl4""",,,,"1,18649E+18",https://twitter.com/svitzerau/status/1186489979892948992,0.8176
886,21/10/2019 22:57,4,9,"$ LBRMF Remember the meeting is on Oct. 24! Interview says, they'll be back in business around $70-$80 iron ore price and we're at $90. ZERO debt! Blue skies ahead https:// twitter.com/JoeDTrader/sta tus/1186459171438264320 …",,,,"1,18646E+18",https://twitter.com/JoeDTrader/status/1186461553320550401,-0.4738
896,21/10/2019 21:45,0,4,"Also, Weimar republic lost its production facilities, due to sanctions from EU, they couldn't export coal and iron ore , both of these collapsed. When an economy loses its productive capacity, currency is bound to collapse, obviously leading to inflation/hyperinflation",,,,"1,18644E+18",https://twitter.com/niremas/status/1186443365904109568,-0.836
897,21/10/2019 21:43,1,3,Fantastic to see support from the Australian government to provide over half the funds for a A$200 million #solarfarm being built by @alintaenergy to help power 2 @FortescueNews #ironore mines in #WesternAustralia ’s remote #Pilbara region: https://www. mining.com/web/australia- backs-solar-farm-for-two-fortescue-iron-ore-mines/ …,,@alintaenergy @FortescueNews,#solarfarm #ironore #WesternAustralia #Pilbara,"1,18644E+18",https://twitter.com/UFRobots/status/1186442948776361984,0.8402
901,21/10/2019 21:01,4,27,"You know, Newfoundland, they uh...produce 55% of Canada's total iron ore ...so, a land value tax on...mines, would...win there...""""",,,,"1,18643E+18",https://twitter.com/xenocryptsite/status/1186432338097594369,0.34
902,21/10/2019 20:42,0,1,China’s average iron ore price index drops in September https://www. hellenicshippingnews.com/chinas-average -iron-ore-price-index-drops-in-september/ …,,,,"1,18643E+18",https://twitter.com/hiool/status/1186427630003748866,0.0
