,date,retweets,favorites,text,VADER score
320,2019-07-10 09:21:00,0,2,"Seaborne #ironore prices were steady on Monday October 7, though #Australian miner @bhp ( #BHP ) reported damage to a car dumper at its operations in #Port Hedland, Australia.",-0.6597
322,2019-07-10 08:34:00,0,2,"Install going well today. Will look great when the Corten gets it rust protective coat. Adding stone extracted from the site later, rich in iron ore @JunctionArtsUK @homesbystrata pic.twitter.com/ghlpLRmjcy",0.8689
325,2019-07-10 08:27:00,1,1,"Market view on #TTMobile : #ES_F and #NQ_F are lower. #FESX , #OMXS30 , and #TOPIX are higher. #ZB_F , #Gilts and #JGB are down. #Bunds are up. #DX_F , #bitcoin , #crude , #corn , #lead and #ironore are higher. #Natgas , #gold , #silver , #wheat , #soybeans , #coffee and #cocoa are lower. pic.twitter.com/Wa3mD7ERGY",-0.5267
327,2019-07-10 08:19:00,1,6,"Time for some amateur archaeology. Iron ore , beeswax tablets, flint hand axes, bronze spear heads, Roman coins, nettle string, objects of worship, blue dye from woad for body decoration. pic.twitter.com/C5OzhD5bif",0.6597
330,2019-07-10 08:07:00,0,1,"We deals with three industrial minerals like Bentonite, Attapulgite, and Barites. All are considered for as important mineral various industries such as Oil and Gas, Iron ore palletization, Foundry & casting , Civil engineering application, http://www. swellwell.com pic.twitter.com/5rAJd3t2vH",0.5106
333,2019-07-10 07:45:00,1,9,"Raw Material & Semi-finished Working on an exclusive basis, we can establish new supply chain options (spot & framework agreements) for our customers in a number of raw materials and semi-finished products including: Billets Slabs Pig Iron Iron Ore #Scrap http:// cobiglobal.co.uk/raw-material/ pic.twitter.com/m6gcejTvYe",0.2023
335,2019-07-10 07:34:00,0,1,"Isn't it amazing how a word can completely change the interpretation of a law? And solves a lot of problems too. For @nmdclimited , it meant re-opening of a mine. and for @jswsteel , better supply of iron ore and healthier margins. #donimalai #nmdc #mining #jswsteel #ironore https:// twitter.com/moneycontrolco m/status/1181154001498230784 …",-0.1955
336,2019-07-10 07:22:00,1,1,"No he stated cutting trees for no reason is wrong, and about furnitures in home, think about how much man power it needs to extract metal from earth, how deep one should go now a days, visit iron ore mine in Bellary, how much env pollution they are making, and no rocks available",-0.8481
344,2019-07-10 06:00:00,0,1,MAX Plant Surplus Stock on sale. Contact us for full lists at discounted prices. #MAXPlant #YourProjectPartner #ironore #mining #mineralprocessing #heavyequipment #miningequipment #miningindustry pic.twitter.com/Ip6vrjpNV1,0.0516
349,2019-07-10 04:53:00,0,1,"@VickiExplores found you! It's Wojtek, the polish army bear. Hope you're well! You might recall but I mentioned the Saharan Iron Ore train. There is a short film about how it supports otherwise isolated communities it the depths of the desert. Enjoy! https:// m.youtube.com/watch?v=jEo-yk jmHgg&t=74s …",0.8392
353,2019-07-10 03:49:00,5,13,"The Chinese shift to high grade #ironore will strand lower grade producers, such as FMG. Hence FMG's bid for #Simandou . #Zanaga is equally huge and high grade (66%+ fe) with China now building out the critical infrastructure. #ZIOC JV with #Glencore https://www. reuters.com/article/us-chi na-ironore-analysis-idUSKCN1VA0CX … pic.twitter.com/8OwcndyXlE",-0.29600000000000004
359,2019-07-10 02:05:00,4,8,"He sort of has to.The economy is fucked, unemployment is up, housing market is in free-fall, industry is dead, iron ore prices are falling and the dollar is in the toilet, he is looking at a 44 challenge and Timmy is in HK protesting for democracy. He must be shitting his pants",-0.9552
360,2019-07-10 01:55:00,1,3,Iron ore trains dislodged in BHP dumper bingle at Port Hedland https:// thewest.com.au/business/minin g/iron-ore-trains-dislodged-in-bhp-dumper-bingle-at-port-hedland-ng-b881345073z?utm_campaign=share-icons&utm_source=twitter&utm_medium=social&tid=1570424100320 …,-0.29600000000000004
368,2019-07-10 00:09:00,0,1,Do you buy soybeans in bulk? How about iron ore ? Crude oil?,-0.6416
409,2019-06-10 12:40:00,0,1,Your point about increasing CO2 footprint with mining over time is salient and has been haunting me. I read the reduction in iron ore quality has been steep. Unfortunately that will have a big emissions impact.,-0.34
410,2019-06-10 12:35:00,0,2,Fortescue going for the Simandou iron ore megaproject in Guinea Many have tried and failed https://www. reuters.com/article/guinea -simandou-fortescue-idUKL5N26P4VZ …,-0.5106
412,2019-06-10 11:59:00,1,1,Kumba Iron Ore - 1st short target finally reached after a near miss a while ago. pic.twitter.com/xmMlGn3zJ1,-0.0516
417,2019-06-10 11:07:00,1,2,6) Add Activists Just Iron Ore pellet assets plus Tubular segment are worth $24 x US Steel This is happening within the whole steel industry. But this is American Steel and President Trump priority At $10+ $ X activist #HedgeFunds are watching So do I https:// seekingalpha.com/article/426394 3-u-s-steel-double-activists-help …,0.2023
418,2019-06-10 11:01:00,6,8,"Mongrel #Aussie liar & thief Andrew ‘Twiggy’ Forrest, Chair of #Fortescue Metals Group ( #FMG ), in 2011 offered a 0% royalty on the $280 billion Solomon Hub iron ore project 200km south of #Roebourne ."" @HouseofCommons @UKHouseofLords @UN #auspol http:// nationalunitygovernment.org/content/unrave ling-western-australia%E2%80%99s-corruption-native-title-processes …""",-0.7717
422,2019-06-10 10:06:00,3,12,"FMG 2019, iron ore : Reserves at just 57.5% Fe Resources at just 56.3% Fe These grades could become stranded as China and global steels mills head for 65%++ on anti pollution and CO2 emissions driven by climate change. #Simandou and #Zanaga are at 66% rising 68%++ #ZIOC pic.twitter.com/hbA9fWcg8j",-0.3182
424,2019-06-10 09:04:00,4,10,"Last year the city was forced to orchestrate a complicated move of the 610-foot retired iron ore freighter, to allow for the cleanup of polluted sediment. Now it's about ready to make the trip back https://www. mprnews.org/story/2019/10/ 06/museum-ship-william-irvin-readies-return-duluth …",-0.3818
427,2019-06-10 07:28:00,39,12,"Emphasising on the need for sustainable #mining , with vast urbanisation & growing forest cover, State has lost a lot of mineralised area & the situation will worsened if the iron ore activities don't resume immediately. #Goa #GoaMining @DrPramodPSawant @JoshiPralhad @nsitharaman",-0.5423
428,2019-06-10 07:26:00,26,9,"The closure of iron ore #mining industry has resulted into State & Central govt. facing revenue loss to the tune of Rs 5,800 crore, adding that people employed in the sector have also lost monthly Rs 150 crore, which they were earning in form of wages & salaries. @nsitharaman",-0.5574
429,2019-06-10 07:00:00,6,7,"A 5-10% drop in Chinese #steel demand in 2020 could see #iron ore prices fall to $50/t or lower, underpinned by the view Chinese demand - though hardly robust at present - is set to slide over the coming year http:// ow.ly/GWAE30pFhRW",-0.4927
442,2019-06-10 00:49:00,0,1,Miners mostly here as well. Iron ore in Utah.,0.2732
483,2019-05-10 15:04:00,18,110,"Just one more. Northants churches are special to me because, being a non-driver, I can only visit them by taking the 0600 train from Ipswich and cycling out from Peterborough, Stamford or Oakham to enter the land of stone. Here's Woodford, in the iron ore belt. #SaturdaySteeples pic.twitter.com/fVymcISfQI",0.4019
484,2019-05-10 14:07:00,0,2,"My bad im 5'6"";;;;1180529848265166851""",-0.5423
488,2019-05-10 12:35:00,0,2,"me skipping down my towns streets: *sweet disney songs* my earphones: FUCK YOUR BRAIN, YOU FUCKING WHORE FUCK YOUR CHAIN, YOU SLAVE, I LEFT BLOODSTAINS ON THE DOOR BLADE MADE OF IRON ORE",-0.9479
493,2019-05-10 12:07:00,0,3,We have neither the iron ore or the quality of coal required. Why must we HAVE to have it?! Steel is an international commodity and we are in no position to produce it economically,-0.3595
494,2019-05-10 12:00:00,2,5,"#NBHeritage Today: 1910 - The first trainload of Bathurst iron ore arrives at Newcastle's Drummond docks, to be loaded onto a Norwegian steamer bound for New York. Gloucester County iron ore is now considered New Brunswick's most valuable mineral. pic.twitter.com/TkVaai8VJO",0.5256
495,2019-05-10 11:54:00,0,1,"I got You're 16 and 5'5! We Know Your Age And Height Based On The Fall Foods You Choose I got You're 16 and 5'5""! https://www. buzzfeed.com/tayloraowens/f all-foods-age-and-height?utm_source=dynamic&utm_campaign=bfsharetwitter&quiz_result=123396550_369275198#123396550&rid=369275198 … Lmao im 13 and 5’7”""",0.6688
496,2019-05-10 11:51:00,0,1,Lol. Have you ever tried air freighting iron ore ?,0.4215
507,2019-05-10 08:32:00,1,1,"1.Junior Geologists Needed •B. Sc in Geology •Minimum of 3 years’ experience •Should have experience in iron ore , base metals, rare earths and precious metals •Should be able to carry out prospecting and exploration functions such as identification of ore mineralisation,",0.6808
512,2019-05-10 07:19:00,7,21,The huge $23bn bill for #Simandou dissuades the Majors. In direct contrast the Chinese are building out Congo infrastructure for #Zanaga leaving a mine CapEx bill of just $2bn for the huge and high grade #ironore resource. JV between #ZIOC and #Glencore pic.twitter.com/QRq3lIKf0O,0.5574
514,2019-05-10 06:59:00,0,1,"Seriously, man, we'll be rich with all the kangaroos and iron ore .",0.4404
517,2019-05-10 06:39:00,18,8,Government Primary Schools of Kadleguddu & Tanigehalli appreciated the efforts put by #Vedanta #SesaGoaIronOre Karnataka division for organizing the #HealthCamp . #HealthForAll #HealthCare #CSR @CMofKarnataka @drharshvardhan @sauvickmazumder @AnilAgarwal_Ved pic.twitter.com/k86I9EDnBW,0.5106
519,2019-05-10 06:09:00,0,6,"Here we go, transmuted into iron ore , PBR textures and all. Substance Designer is such good fun! Models from last shot above (in preview), white reference photo below. pic.twitter.com/aE2yMVTz0g",0.7574
522,2019-05-10 06:00:00,0,3,"Australia'a economy is rich through mining. Iron ore , copper, aluminium, uranium, coal, gold, silver, rare earths, opals. Oil and natural gas. Primary producers. Not a model for the UK. UK non EU trade is increasing - while in the EU.",0.7269
523,2019-05-10 05:48:00,0,1,Faz um contrato de SGX MB Iron Ore cfr China (65% Fe Fines) Swaps na bolsa de Singapore. Tvz te ajude a construir um escudo de ferro para se defender.,0.1027
527,2019-05-10 04:59:00,0,1,Sadly Sh Rash can’t supply PSM with scrap as the mill has blast furnace which produces steel from iron ore,-0.6705
529,2019-05-10 04:49:00,2,16,"We have lots of iron ore , copper and coal and are 7-10 days by ship from NE Asia. How about you idiot? https:// twitter.com/darrengrimes_/ status/1180165166136221696 …",-0.5106
531,2019-05-10 04:33:00,56,1290,"The blue stuff on your map is easier to move goods over than the green stuff. Average sea freight time to Dampier from China is 9 days (Sydney is 15, but a lot of our iron ore and coal ships from up north). To the UK it's 29.",0.2263
536,2019-05-10 03:32:00,2,56,Yes we just upload our iron ore and coal to Dropbox and sell the link to China.,0.4019
539,2019-05-10 02:57:00,0,5,"I know I'm probably way ahead on this but just started playing this new 8-bit block building game where I've built this crazy house with a red fucking bed in it that I made myself and I almost screamed when I found a pocket of iron ore next to some lava, it's called Minecraft",-0.831
541,2019-05-10 02:17:00,1,5,#Odisha government has invited financial and technical bids to grant #mining leases for 10 #iron ore and #manganese blocks. #SaturdayThoughts https://www. business-standard.com/article/econom y-policy/odisha-govt-invites-bids-for-10-iron-ore-and-manganese-blocks-119100401499_1.html …,0.1531
549,2019-05-10 00:10:00,0,17,"Maybe bcos it has some of the largest reserves of gas, gold, iron ore , lithium, etc etc in the world. It's primarily a resource economy, reliant on China, Japan and SE Asia for trade...you know...its neighbours .",0.128
600,2019-04-10 14:33:00,1,4,"Notification published for auction of 10 iron ore & manganese blocks in #Odisha whose lease tenure is ending on March 31, 2020",-0.2263
601,2019-04-10 14:06:00,0,1,"Seaborne #ironore prices remained flat on Friday October 4 in a quiet session, looming US-China trade talks could stifle activity and secondly most of Chinese market participants still on a week-long break.",-0.128
602,2019-04-10 14:05:00,7,21,List of iron ore and iron ore & manganese blocks put on auction by #Odisha govt on Friday. Lease period of these blocks would end on 31st March 2020 @meeramohanty @TOIBhubaneswar pic.twitter.com/deJtiBS3Zd,-0.4215
605,2019-04-10 13:49:00,3,8,"A 5-10% drop in Chinese #steel demand in 2020 could see #iron ore prices fall to $50/t or lower, underpinned by the view Chinese demand - though hardly robust at present - is set to slide over the coming year http:// ow.ly/GWAE30pFhRW",-0.4927
612,2019-04-10 12:37:00,1,2,Higher #ironore imports by #India loom as #mining leases expire https:// bloom.bg/2na9Vc2,-0.2263
614,2019-04-10 12:27:00,0,1,Are you in Norway? Trondheim to Fauske followed by bus to Narvik is a wonderful journey - I have done it 3 times. The iron ore line too of course.,0.5719
617,2019-04-10 11:57:00,0,1,"Exports to the U.S. were up 3.1 per cent, while exports to non-U.S. countries fell 1.9 per cent. Exports specifically to China, however, were up 12 per cent in August, on account of stronger iron ore and potash exports.",0.3818
619,2019-04-10 11:51:00,0,1,"Rio Tinto is moving into China's port market for #iron ore, with sales in the segment gaining significance amid changes in steelmaker raw material procurement strategies. It will begin a trial sale of its products at the Port of Rizhao http:// ow.ly/wQ4k30pES2W",0.5994
621,2019-04-10 11:42:00,0,1,If they make Hydrogen work for refining Iron Ore (technically and economically) we can expect that there will be more Hydrogen around with scale production likely giving a “best cost”. But will it be clean Hydrogen ? Don’t know.,0.6428
622,2019-04-10 11:03:00,2,3,Take advantage of our relationship with @cnfirst_futures to trade #ironore futures in #China at the Dalian Commodity Exchange. #TTtips #DCE #metals #markets #trading #futures https://www. tradingtechnologies.com/news-releases/ cn-first-international-futures-limited-and-trading-technologies-contract-to-expand-the-tt-platform-into-china-and-provide-connectivity-to-chinese-derivatives-markets/ … pic.twitter.com/FLRY952TEf,0.25
629,2019-04-10 09:00:00,23,20,#Iron based dyes set to be the future of inexpensive and eco-friendly Solar Cells. This difficult feat was succeeded by the researchers at the Lund University. @lunduniversity #Iron4All #innovations #Ironomics #research #SolarCells #FridayFeeling pic.twitter.com/7Uuc4h4puG,-0.0194
631,2019-04-10 08:44:00,0,1,No WAY?! Newman is my home town 1st job was at Whaleback -previous to current work I was part of Management team ran operated Orebody 18 and Jimblrbar. My Dad was manager - Ore processing BHP iron ore and spent most of time at Mining Area C and Yandi - what a small world,-0.3595
638,2019-04-10 07:30:00,1,2,This pict is of Joda region which has 1 of the highest iron ore reserves and generates a good revenue for state and country but still the ppl of this area are denied basic fundamental ri8s. Living stds r very appalling and crummy. @CMO_Odisha @PMOIndia @nitin_gadkari #achhedin pic.twitter.com/TF5CfjTbjB,-0.7642
639,2019-04-10 07:00:00,0,1,...it's also the name of Henry Ford's original car manufacturing plant on the US's Detroit River border with Canada - the ''Rouge'' facility. Canadian iron ore was offloaded from ships and stock-piled for the steel smelters - hence ''Rouge'' (meaning ''red'' in French)... pic.twitter.com/JtBbP4Mvin,0.3182
640,2019-04-10 06:48:00,0,2,Yes- customs inspections for WA iron ore ... a knowing and potentially serious strike against @JoshFrydenberg budget.,0.2263
648,2019-04-10 05:51:00,2,5,Aussie inventor won the 2000 ABC New Inventors final with a process to recover over 3 ltrs oil from an old car tyre.. we cld dump the mideast oil barons tomorrow.... burn plastic in the presence of iron ore and the released carbons combine n make steel.. Leave Coal in the ground,0.2263
649,2019-04-10 05:45:00,2,8,International trade numbers for August 2019 show iron ore export values easing. This reflects supply side issues have stabilised and Chinese demand has slowed slightly. WA (49%) still responsible for more than twice the value of exports than any other State. #wapol pic.twitter.com/578lTQ6yb9,0.7845
655,2019-04-10 04:31:00,25,27,#SesaTechnicalSchool and Value Added Business organised series of Cleanliness drives and Road Safety initiatives to mark #GandhiJayanti . #SwachhataHiSeva #RoadSafety #Vedanta @STS_ITI @DrPramodPSawant @narendramodi @MFGngo @VedantaLimited pic.twitter.com/RdCDmSHjF6,0.6369
656,2019-04-10 04:29:00,0,1,The Japanese produce cars and motorbikes because they are good at it. We produce sheep and iron ore because we are good at that. Pyle went broke because they couldn’t complete. Same with GMH. I don’t want to prop up unviable old cottage industries with no future.,0.2732
660,2019-04-10 03:28:00,1,1,".SAVE OUR MEDICARE! INCREASE THE LEVY. RESIST BIG HEALTH, BIG PHARMA AND MEDICINE FOR PROFIT. HEALTH IS A HUMAN RIGHT NOT A PRIVILEGE! especially a nation as rich, and rolling in iron ore $, as this one",0.9245
661,2019-04-10 03:23:00,4,17,"India is now the world's 2nd largest producer of crude steel at 114mtpa and will be importing about 40-50mt ironore in 2020. This, along with Vietnam's surge and rising steel output in MENA, will keep #ironore market tight for the rest of the decade. New price highs coming. https:// twitter.com/FIMI_India/sta tus/1179992627506073600 …",-0.5719
668,2019-04-10 01:57:00,0,2,$ VMS Venture is focussed on delivery its first shipment of Iron Ore under its Offtake Agreement with Prosperity Steel by Quarter 4 of calendar year 2019.,0.4939
669,2019-04-10 01:56:00,0,3,"Even Karbi Anglong have lots of natural mineral resources like iron ore , lime stone, coal, varieties of stone & rocks but it is ignored since long time & hope Govt take it serious & can developed Karbi Anglong.. @TuliramRonghang @Mongve_Rongpi",0.4497
670,2019-04-10 01:54:00,4,9,#Odisha govt to reserve two mines—Sukinda chromite mine currently held by Tata Steel & Guali iron ore block of present lessee RP Sao as lease period of both the blocks would end on 31st March 2020 @meeramohanty pic.twitter.com/2KXZwIvR2k,-0.5859
675,2019-04-10 00:55:00,0,1,The recent amendment in the mines and minerals development and regulation act is likely to clear the way for state iron ore miner NMDC to resume operation at the shuttered Donimmalai mine. #MOMarketUpdates,0.3818
678,2019-04-10 00:46:00,35,158,50% chance of rate cut to 0.5% by November. Wreck savers and AUD wealth for a final pump of the housing market and to devalue the dollar for iron ore and coal. Before the housing market keels right over and finishes everyone off. #auspol https://www. smh.com.au/business/the-e conomy/retail-figures-to-set-off-alarm-bells-at-the-rba-20191004-p52xmr.html …,0.0516
679,2019-04-10 00:39:00,2,13,#zioc Increased high grade iron ore demand globally bodes well for West African supply over the next 5 years. It’s all about quality which the #Zanaga mine has billions of tonnes of 68%+ ore... https:// twitter.com/magnetitemines /status/1179944378699091968 …,0.4019
680,2019-04-10 00:19:00,4,2,Bet DFAT and Trade officials are horrified. We only have a surplus because of iron ore to #China #auspol https:// twitter.com/phbarratt/stat us/1179878841411493888 …,-0.5423
718,2019-03-10 15:58:00,0,2,Unai watches games and is still clueless.,-0.3612
722,2019-03-10 14:56:00,0,1,#Vale expects to finish paying for most of the expenses related to the dam disaster in January by 2021. It projected costs from halted operations to fall from $3-$4/t of #ironore in 3Q19 to $2.5-$3.5/t in 4Q19 http:// ow.ly/tAEc30pECPo,-0.6249
728,2019-03-10 12:38:00,1,2,"Thank you to @DKL5342 , @RepChrisSwede , @JulieSandstede , @mkuneshpodein , @EricPrattMN , @SenGregClausen , @JohnHoffmanMN , @SenatorEichorn and other members of the Legislative Permanent School Fund Commission for highlighting how iron mining generates revenue for MN schools.",0.3612
733,2019-03-10 11:46:00,0,1,"A country rich in bauxite, iron ore , and considerable diamond & gold reserves- President of Guinea @AlphaCondePRG spoke on natural resources and economic growth. Watch: https:// brook.gs/2ADA8CG",0.8779
736,2019-03-10 11:20:00,0,1,"Recycling 1 ton of steel conserves 2500 lbs of iron ore , 1400lbs of coal & 120lbs of limestone. So far by recycling 6800 tons of steel, we've conserved 782 tons of iron ore , 432 tons of coal and 370 tons of limestone. Join us by #recycling your #electronics Today #sustainability",0.29600000000000004
737,2019-03-10 10:54:00,211,449,We always have one excuse or d other not to tap into other resources that aren't crude oil. ust d same way our multi bn $ iron ore deposits were abandoned bcos of their garangue minerals content when we can actually improve their economic values thru beneficiation #VoiceOfTheDon pic.twitter.com/akVszgeyHz,0.7429
740,2019-03-10 10:20:00,0,1,@CRUGroup & @CentroCESCO joining for this outstanding event - looking forward to hearing what our attendees have to say about the presentations & panel! #mining #copper #ironore https:// twitter.com/JEF_Chile/stat us/1179742745210101768 …,0.722
742,2019-03-10 10:02:00,0,1,"*sends her a lump of iron ore * But seriously, pls stay safe",0.5023
743,2019-03-10 09:51:00,1,1,"JOB OPENING!!! Qualified Geologist (JUNIOR & SENIOR) Location: Lagos Experience in iron ore , base metals, rare earths and precious metals 3-6 years experience Jr. – USD 1,200-1,500/month Sr. – USD 3,000-3,500/month Kindly send CV to resume@team-ace.net with job title as subject",0.8306
747,2019-03-10 08:39:00,1,1,Asia-Pacific Daily Economic Briefing: #Australia Exports Lose Some Shine. #Coal and #ironore https://www. economy.com/dismal/analysi s/todays-economy/376513/AsiaPacific-Daily-Briefing-Aussie-Exports-Lose-Some-Shine/ …,-0.4019
748,2019-03-10 08:30:00,1,2,"Market view on #TTMobile : #ES_F and #FESX are higher. #FDAX , #FTSE100 and #HSI are lower. #ZB_F , #Bunds , #Gilts and #JGB are up. #WTI , #natgas , #gold , #lead , and #canola are higher. #DX_F , #bitcoin , #silver , #copper , #zinc , #ironore , #corn , #wheat and #soybeans are down. pic.twitter.com/ounGGXHFPS",-0.29600000000000004
758,2019-03-10 06:33:00,1,2,"And what's the direction been? And where will AUD go as the global economy tanks, and China stops buying large quantities of iron ore and coal? pic.twitter.com/vGek0kSeSv",-0.2406
759,2019-03-10 06:15:00,3,4,Delays in auctions of mining leases likely to disrupt India's iron ore production and raise the prospect of higher imports. http:// bit.ly/2oCzH9g,0.29600000000000004
760,2019-03-10 06:00:00,0,1,"Striker impactors have processed all kinds of materials from Iron Ore , glass, feldspar, RAP, concrete and even helping the Malaysian government crush and dispose of illegal ivory. This one is in South Africa crushing coal. #StrikerCrushing #BuiltToLast #MobileImpactCrusher pic.twitter.com/JhZIq2orxe",-0.6705
762,2019-03-10 05:45:00,2,3,6) VALE is highly undervalued Co added $11Bn+ revenue from iron ore /pellet business over last 4 years. Segment revenue increasing at a CAGR of 19.2% from $15.9Bn in 2015 to $27Bn in 2018 Revenue growth on double-digit NOT reflected on $ VALE #BuyLowSellHigh $ EWZ $ BRZU pic.twitter.com/y9vdN5W1nN,0.3818
763,2019-03-10 05:44:00,2,3,Could you also mention its not cool for Brazil to selfishly block the decarbonisation of an entire global sector (shipping) because an iron ore company told them to,-0.7401
764,2019-03-10 05:30:00,0,1,Iron ore experts join forces to found bauxite and gold firm SMIG #Guinea #SierraLeone http:// ow.ly/aCsa30pDAOX,0.29600000000000004
768,2019-03-10 05:07:00,0,1,"Yes. Let's use only the finest British iron ore and coal in our refineries and steelworks. Let's use only top quality British bauxite for our aluminium. But, most importantly, sugar only from British beet. Belize? Cane sugar? Pah!",0.7424
771,2019-03-10 04:53:00,0,2,It would be something around that (maybe slightly bigger range). I suspect the iron ore price will come off a bit more though,-0.235
773,2019-03-10 04:34:00,0,2,"Interesting spin on financials. 18/19 budget on expense growth was 0.9%. 2.1% actual growth is a blowout in costs. This year, budget on track to receive $5bn more in iron ore royalties and gst compared to 2015/16. In meantime households and domestic economy in tatters.",0.7845
774,2019-03-10 04:28:00,1,6,"than at the beginning of 2016. 76% of this is price; 24% volume. And clearly, it is the super charged rise and then fall in the price of iron ore that is the one to watch here!! pic.twitter.com/gYvTocY04F",0.7494
779,2019-03-10 03:59:00,2,4,"The 65% Fe iron ore derivative contract offered by the @SGX registered record levels of traded volume in September 2019, with the contract seeing participation from a diverse set of stakeholders in the iron ore value chain. Learn more: http:// spr.ly/60141Dz2m #65Fe #ironore pic.twitter.com/qLQYGszWJ1",0.34
780,2019-03-10 03:57:00,0,1,"Given the fat margins embedded in those #ironore revenues, why is $ AUD so weak?",-0.5777
783,2019-03-10 03:21:00,0,3,Restored from almost any attack. Due to cast spells to be cursed for iron ore in that it passes over.,-0.1082
785,2019-03-10 03:00:00,0,1,Vale expects to finish paying for most of the expenses related to the dam disaster in January by 2021. It projected costs from halted operations to fall from $3-$4/t of iron ore in 3Q19 to $2.5-$3.5/t in 4Q19 http:// ow.ly/tAEc30pECPo,-0.6249
788,2019-03-10 02:16:00,4,7,Higher iron ore imports by India loom as mining leases expire https:// bloom.bg/2oEw5na,-0.2263
790,2019-03-10 01:38:00,0,3,Higher iron ore imports by India loom as mining leases expire. Read: http:// bit.ly/2oCzH9g pic.twitter.com/jOZwAD9aPZ,-0.2263
792,2019-03-10 01:36:00,10,12,Higher iron ore imports by India loom as mining leases expire https:// bloom.bg/2na9Vc2 pic.twitter.com/tg1CtNgLA0,-0.2263
793,2019-03-10 01:24:00,2,4,Higher iron ore imports by India loom as mining leases expire https:// bloom.bg/2nP0WNP,-0.2263
795,2019-03-10 01:01:00,1,4,"The Nordic Countries economic success comes from Norway’s Oil, Sweden’s Iron Ore , and Finland’s Forest. They are creating huge carbon footprints. They also rank high on carbon emissions. Didn’t AOC say we have 12 years to cut emissions in half?",0.7269
797,2019-03-10 00:52:00,0,1,Higher iron ore imports by India loom as mining leases expire https:// bloom.bg/2n4HHiH,-0.2263
834,2019-02-10 15:56:00,0,1,I didn't know there was iron ore in that province thank you for the information.,0.3612
836,2019-02-10 14:18:00,3,4,"Nigeria is rich in iron ore , yet spends N887bn importing steel, metal, aluminum and other derivatives for construction and industries. Two Nigerian banks have agreed to invest $600 million into a steel plant in Kaduna that will employ 3,500 staff and start a turnaround in steel! pic.twitter.com/npMqqZWUZi",0.7177
838,2019-02-10 13:50:00,0,1,"The legend lives on from the Chippewa on down Of the big lake they called Gitche Gumee The lake, it is said, never gives up her dead When the skies of November turn gloomy With a load of iron ore twenty-six… https://www. instagram.com/p/B3H4YmEAepY/ ?igshid=1ooyap3eoojdj …""",-0.7096
839,2019-02-10 13:29:00,0,1,Transport and logistics weak? Who cares. Next they'll be talking about chemicals and iron ore . Those worries are like from the 1970s.,-0.0516
844,2019-02-10 11:51:00,0,1,I feel like iron ore but on the outside I'm a wet sponge,0.1901
847,2019-02-10 10:07:00,1,1,Bulk commodity mining has the ability to affect communities both positively and negatively - the panelists are ensuring they do their part in ensuring positive change at their operations @joburgindaba #ironore #coal #manganese #aggregates,0.91
851,2019-02-10 09:29:00,0,2,It’s Ancient Greece all over again. Maybe they can figure out how to refine iron ore and bring us out of this terrible Bronze Age.,-0.561
855,2019-02-10 08:17:00,0,1,"I was supposed to be packing up and cleaning Hubby’s company unit, but DCI Ryan comes before red dirt, iron ore and packing boxes, Oh well back to vacate cleaning and packing unless I re-read it",-0.1154
863,2019-02-10 06:00:00,2,6,"China’s imports of major commodities, including iron ore and coal, appeared to have again shown resilience in September, challenging the prevailing narrative that China is weakening http:// ow.ly/bnSv30pEer8",-0.1779
864,2019-02-10 05:49:00,5,5,Celebrating the #FatherOfTheNation on his 150th birth anniversary. #DeshKiZarooratonKeLiye #GandhiJayanti,0.5719
867,2019-02-10 04:20:00,0,1,No lie,-0.29600000000000004
