username;date;retweets;favorites;text
getthe123;27/08/2019 22:47;0;4;How many gold trains travelled to sweden from Germany in exchange for Swedish iron ore . .....who's banks hid stolen art. Who's railway was used by the German army. Asking for some non fascist friends
wileyfuller;27/08/2019 22:34;0;0;Send back that shipment of iron ore you just ordered?
philiplemmons;27/08/2019 22:29;0;0;Iron ore shipment surge widens spread between seaborne, port prices https:// seekingalpha.com/news/3494927?s ource=ansh … $ RIO , $ BHP , $ VALE , $ FSUMF , $ GLCNF , $ GLNCY , $ AAUKF , $ AAUKY , $ NGLOY
FailedLabor;27/08/2019 22:29;0;0;Rudd enjoyed even higher receipts and a bigger mining boom when iron ore prices hit $165 a tonne - yet still plunged us into almost $300b growing/structural unnecessary debt
MiningMagazine;27/08/2019 22:20;0;1;Primero Group has been awarded a significant contract for the pre-assembly of balance machines for thyssenkrupp Industrial at BHP’s South Flank iron ore project in the Pilbara region of Western Australia | @thyssenkrupp_en @bhp #mining #SouthFlank #Pilbara http:// bit.ly/2NCxCEK
EquityAus;27/08/2019 22:19;0;0;Fortescue $ FMG has a new director that will start the #China take over talk as Iron Ore rolls over. Not there for the take over cycle. #toohard
dyer440;27/08/2019 21:41;0;0;I’ll be doing interviews from 8:30 - 1 tomorrow.. JUST KIDDING. Here to hear the S&P Global folks wax poetically on the met coal & iron ore markets.
MamaTealRose;27/08/2019 21:40;0;2;Could be. When the royalties on any resource are below the replacement cost of that resource, that's a taxpayer subsidy. Think how much we're subsidising coal right now. Or iron ore , or any other mineral. Our resources, given away!
Jim_Peoples_;27/08/2019 21:34;0;1;Greenland is rich in natural resources, including iron ore , lead, zinc, diamonds, gold, rare-earth elements, uranium and oil, according to the Brookings Institution, a nonprofit public-policy organization in Washington, D.C. https://www. frontpagemag.com/fpm/274687/chi nas-world-domination-gambit-john-glynn …
Sergio210477;27/08/2019 21:26;0;0;Think iron ore prices should bottom anywere between 70-80USD?
p_hizzzle;27/08/2019 21:20;0;1;i lost 34 iron ore tre
ArthurBoreman;27/08/2019 21:17;0;2;"Remember when actual Nazis were all like help us Sweden, we need iron ore "" & Sweden was all like ""sure thing"" & the Nazis were like ""can we use your trains to transport our troops"" & Sweden was like ""ya no problem"" ? I guess they were out of that rainbow face paint then, huh?"""
pikestaff;27/08/2019 21:17;0;0;Blizz really loved making shit only accessible for dungeon runners/raiders like that dark iron ore that could only be smelted at the very end of BRD which fun fact. blizz has never actually done anything about so it's still that way in retail lol
danielhynes;27/08/2019 21:13;0;0;I spoke earlier today on Bloomberg Daybreak Australia about oil, iron ore , silver and gold with Bloomberg's Paul Allen and Shery Ahn https://www. bloomberg.com/news/videos/20 19-08-27/anz-s-hynes-discusses-oil-iron-ore-steeel-gold-video …
PeterRo11950268;27/08/2019 21:05;2;5;Iron ore supply shortage over just as demand slows. Chart shows Brazil iron ore exports last 3 years. pic.twitter.com/HXO7m13fnW
mlnangalama;27/08/2019 21:01;0;0;via @PerilofAfrica ANZ's Hynes Discusses Oil, Iron Ore , Steeel, Gold http:// dlvr.it/RC0mw2
Sergio210477;27/08/2019 21:00;0;0;Hi Amber. Do you think iron ore should bottom anywere between 70-80 USD?
