,username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink
24,iida9923,2019-08-30 11:30,0,0,[ Decrease in crude oil production] Decided to reduce crude oil production in Russia and the Middle East. This can be expected to significantly increase crude oil prices.,,,,1167444513125593090,https://twitter.com/iida9923/status/1167444513125593090
25,EnerComInc,2019-08-28 19:30,0,1,Crude Oil Inventories Decrease by 10 Million Barrels http:// bit.ly/2L0OGCl #oil #oilandgas #crude #inventory @OAG360 pic.twitter.com/mxpel7ZXik,,@OAG360,#oil #oilandgas #crude #inventory,1166840460427636736,https://twitter.com/EnerComInc/status/1166840460427636736
26,simonhowes,2019-08-26 08:34,0,0,"Because that's the price of crude oil , not petroleum. You don’t expect the price of bread to decrease today because the market price of wheat fell by 2 pennies yesterday.",,,,1165950699936632834,https://twitter.com/simonhowes/status/1165950699936632834
27,UKMajorPorts,2019-08-21 13:52,0,0,"Ports are adapting well to a decarbonising UK, growing other categories of trade whilst volumes of coal and crude oil significantly decrease . Plus, the UK's ports are essential bases for renewable energy developments. #ports #renewables #cleangrowth #SustainableDevelopment pic.twitter.com/Z1st4re6I5",,,#ports #renewables #cleangrowth #SustainableDevelopment,1164218843046301696,https://twitter.com/UKMajorPorts/status/1164218843046301696
28,muralikumarje,2019-08-21 03:00,0,0,"US Crude Oil WTI futures rose 0.3% to $56.32/barrel, and International Brent Oil Futures rose 0.5% to $60.31/barrel. The API reported a 3.5mn-bbl drawdown last week vs. an expected decrease of 1.9mn barrels.",,,,1164054725827842048,https://twitter.com/muralikumarje/status/1164054725827842048
29,YorkNEDevCo,2019-08-17 11:30,0,0,"Industry analyst Trilby Lundberg of the Lundberg Survey says that increased refinery production and lower crude oil costs contributed to the decrease at the pump."" #Economy https:// fxn.ws/2H5ZWLy""",,,#Economy,1162733434642587652,https://twitter.com/YorkNEDevCo/status/1162733434642587652
30,ImranUsafzai,2019-08-16 10:05,0,0,a layman question is despite all these +ve efforts when a common man will see relief and positive indicators on economy and when petroleum prices will come down as deferred payment and decrease in crude oil has not been pass on to common man,,,,1162349677712302080,https://twitter.com/ImranUsafzai/status/1162349677712302080
31,egm_securities,2019-08-15 07:29,1,1,"United States #Crude #Oil #Inventories increased by 1.580 million barrels in the week ended August 9th 2019, following a 2.385 million jump in the previous week and against market expectations of a -2.775 million decrease . pic.twitter.com/p0vGBkGPJU",,,#Crude #Oil #Inventories,1161947946251902976,https://twitter.com/egm_securities/status/1161947946251902976
32,nbsuthar,2019-08-14 02:20,0,0,* CRUDE OIL UPDATE:* Crude oil prices surged in yesterdays session as investors' concerns over U.S.-China trade tensions eased. Also the American Petroleum Institute (API) on Tuesday reported a decrease of 2.19 million barrels in the U.S. crude oil inventories for the week endind,,,,1161507981881688064,https://twitter.com/nbsuthar/status/1161507981881688064
33,krista_kuhl,2019-08-13 11:10,2,5,US #crudeoil inventories expected to decrease by 3.4 million bbl for week ending August 9th. #WeeklyPetroleumStatusReport #RefinitivOilResearch #eia @RefinitivEnergy #OOTT pic.twitter.com/jSD8bG0QYq,,@RefinitivEnergy,#crudeoil #WeeklyPetroleumStatusReport #RefinitivOilResearch #eia #OOTT,1161278829748523008,https://twitter.com/krista_kuhl/status/1161278829748523008
34,Easttoday1,2019-08-13 04:21,0,0,"#China #Crude oil futures SHANGHAI CRUDE OIL FUTURES THE MAIN CONTRACT SC1909 CLOSED DOWN 0.29%. THE VOLUME EXCEEDED 180,000 LOTS. THE POSITION DECREASE 130 HAND TO 28450.",,,#China #Crude,1161175891059150848,https://twitter.com/Easttoday1/status/1161175891059150848
0,NarenMenon1,2019-09-15 03:02,1,4,There’s likely to be a drastic increase for the short term. India does have a fairly diversified crude oil supply portfolio. But a disruption to KSA supplies will surely affect us now that Iran is under sanctions,,,,1173114816724000768,https://twitter.com/NarenMenon1/status/1173114816724000768
1,YasFarouk,2019-09-14 12:31,10,13,"“The production shutdown amounts to a loss of about five million barrels a day, the people said, roughly 5% of the world’s daily production of crude oil . The kingdom produces 9.8 million barrels a day.” Can an increase in oil prices compensate for this loss ? @summer_said https:// twitter.com/jmalsin/status /1172880234498187269 …",,@summer_said,,1172895543862988802,https://twitter.com/YasFarouk/status/1172895543862988802
2,Energy_Tidbits,2019-09-12 10:06,2,3,"IEA OMR Floating storage of crude oil rose by 7.9 mb in August to 66.1 mb due to an increase of numbers of tankers storing crude oil in Iran"" ie. ~250,000 b/d Iran to floating storage. Iran 2.190 mmb/d in Aug means oil is being snuck out somewhere. #OOTT https://www. iea.org/oilmarketrepor t/ …""",,,#OOTT,1172134511976402945,https://twitter.com/Energy_Tidbits/status/1172134511976402945
3,ArgusMedia,2019-09-10 07:05,5,3,"Mexico's government aims to increase state oil output by 17pc in 2020 with an 8.8pc increase in @Pemex 's budget, an amount that falls short of some analyst recommendations for turning around the struggling company | #ArgusOil #crudeoil #OOTT More at: https:// okt.to/lN0AQ6 pic.twitter.com/Ve4oaZortB",,@Pemex,#ArgusOil #crudeoil #OOTT,1171363946986692608,https://twitter.com/ArgusMedia/status/1171363946986692608
4,hgloystein,2019-09-10 02:52,0,4,"* #US 'very concerned' about China’s #Iran #CrudeOil imports despite #sanctions * #Renewable spending totaled $2.6 trn 2010-2019 enabling a 4x increase in capacity to over 1,65 TW * #ElectricVehicles to displace 13.7 mbpd oil demand by 2040 - #Citigroup at #APPEC2019 #OOTT pic.twitter.com/wrqjcW2lTe",,,#US #Iran #CrudeOil #sanctions #Renewable #ElectricVehicles #Citigroup #APPEC2019 #OOTT,1171300399904505856,https://twitter.com/hgloystein/status/1171300399904505856
5,UAE_Forsan,2019-09-09 06:12,7,1,ADNOC CEO: #ADNOC plans to increase the crude oil production capacity to 5 million bpd by 2030 #مؤتمر_الطاقة_العالمي #WEC2019 @WECongress @AdnocGroup pic.twitter.com/GUEXUm0uzL,,@WECongress @AdnocGroup,#ADNOC # #WEC2019,1170988288364208128,https://twitter.com/UAE_Forsan/status/1170988288364208128
6,PlattsOil,2019-09-09 04:00,2,6,Global demand of #CrudeOil will increase significantly by 2039. Russia is prepared to meet Asia’s demand for fossil fuels. #PlattsAPPEC,,,#CrudeOil #PlattsAPPEC,1170955162208198656,https://twitter.com/PlattsOil/status/1170955162208198656
7,aeberman12,2019-09-09 01:49,5,13,Brent + WTI net long positions unchanged week ending August 30. Long positions rose +4 mmb vs -1 previous week but shorts increased +4 vs -15. All of net long increase (+18 mmb) was Brent & all decrease (-18 mmb) was WTI. #OOTT #oilandgas #oil #WTI #CrudeOil #fintwit #OPEC pic.twitter.com/h69T7xxumb,,,#OOTT #oilandgas #oil #WTI #CrudeOil #fintwit #OPEC,1170922173323759616,https://twitter.com/aeberman12/status/1170922173323759616
8,ETAuto,2019-09-05 02:09,1,2,"Increase of crude oil price is a major concern, says union minister @nitin_gadkari at #SIAM convention. @MORTHIndia @siamindia",,@nitin_gadkari @MORTHIndia @siamindia,#SIAM,1169477590148509696,https://twitter.com/ETAuto/status/1169477590148509696
9,NCSIOman,2019-09-02 02:54,1,3,"0.6% is the increase in the average price of a barrel of #Omani crude #oil at the end of #Jun 2019, compared to the same period of 2018. #Stat_Oman pic.twitter.com/GQf9swHKBW",,,#Omani #oil #Jun #Stat_Oman,1168401860044230657,https://twitter.com/NCSIOman/status/1168401860044230657
10,Ole_S_Hansen,2019-09-01 08:39,12,27,#WTI crude #oil was sold following the Chinese tariff on US oil import announcement with longs being cut while fresh shorts were added. #Brent longs meanwhile saw a small 2% increase with both long and short sellers increasing their exposure #OOTT pic.twitter.com/QSffwv6dvl,,,#WTI #oil #Brent #OOTT,1168126187283128321,https://twitter.com/Ole_S_Hansen/status/1168126187283128321
11,etribune,2019-08-30 11:44,1,4,"Every time there is an increase in retail prices, the government says it is because of fluctuations in global petroleum and crude oil prices whereas the opposition and consumers, who are most affected by the rise, criticise the government for the extra charge and more taxes.",,,,1167448062341595137,https://twitter.com/etribune/status/1167448062341595137
12,AfricaOilPower,2019-08-29 13:23,3,7,"#Gabon works to increase its crude oil production by 50% by 2020/2021. Find out more here http:// bit.ly/2L687db & #jointheconversation at #AOP2019 | October 9-11 | Cape Town, where the Ministry of Petroleum, Gas & Hydrocarbons will promote exploration & production opportunities pic.twitter.com/rH42cwRJ9U",,,#Gabon #jointheconversation #AOP2019,1167110598808801281,https://twitter.com/AfricaOilPower/status/1167110598808801281
13,anasalhajji,2019-08-28 11:44,4,31,This large decrease in inventories happened despite a decline in crude oil inputs to refineries by more than 2 mb. Most of the decline was caused by major decline in imports and large increase in consumption ( first week of school in many states),,,,1166723124525785088,https://twitter.com/anasalhajji/status/1166723124525785088
14,R9Juancarlos,2019-08-28 10:47,1,2,"In the past week, several media outlets reported a potential disruption on Chinese loadings of Venezuelan crude oil . However, according to @OilXs data, Chinese imports from the LatAm country will increase significantly in August. #OOTT #China #Crude http:// tiny.cc/6yivbz pic.twitter.com/NVVRkq6qwK",,@OilXs,#OOTT #China #Crude,1166708796523261952,https://twitter.com/R9Juancarlos/status/1166708796523261952
15,jagritysablok1,2019-08-27 03:54,2,5,"Policies r planned such that, Few individuals get more rich &lot more ppl r pushed into Poverty Weaker Rupee mean India will have 2pay more for crude oil &that will increase prices of other Essential Items We imports over 80% of all the crude oil we need https://www. businessinsider.in/nse-and-bse-st ocks-lost-over-15-lakh-crore-and-rupee-falls-against-dollar-due-to-tax-surcharge/amp_articleshow/70837553.cms?utm_source=copy-link&utm_medium=referral&utm_campaign=Click_through_social_share&__twitter_impression=true …",,,,1166242598152859651,https://twitter.com/jagritysablok1/status/1166242598152859651
16,EIAgov,2019-08-26 18:45,11,9,"EIA recently published its OPEC Revenues Fact Sheet. In 2018, net #oil export revenues increased by 32% from 2017, mainly because of the increase in average annual #crudeoil prices and a slight increase in net exports. https:// go.usa.gov/xVTDe pic.twitter.com/9PfRBl1qOY",,,#oil #crudeoil,1166104280509669376,https://twitter.com/EIAgov/status/1166104280509669376
17,CER_REC,2019-08-22 13:02,6,5,"Canadian crude-by-rail exports experienced minimal growth in June 2019 reaching 286,701 barrels per day (b/d); however, it’s an increase of more than 40% over June 2018 numbers. #OilExports #OilandGas #CrudeOil http:// ow.ly/Smm150vFZdn pic.twitter.com/RLWbYUeG3D",,,#OilExports #OilandGas #CrudeOil,1164568578194104320,https://twitter.com/CER_REC/status/1164568578194104320
18,SaharaReporters,2019-08-16 05:16,4,25,"Nigeria In Weaker Position To Defend Self Against Economic Shock - @MoodysInvSvc 's | Sahara Reporters The agency added that the falling prices of raw materials like crude oil , and weak investor confidence will increase the cost of borrowing... READ MORE: http:// bit.ly/2YPAcOg pic.twitter.com/DXcCADLjGw",,@MoodysInvSvc,,1162276857544265730,https://twitter.com/SaharaReporters/status/1162276857544265730
19,Heid_oil,2019-08-16 02:18,1,8,"Crude oil prices rose on Friday following two days of declines, after data showing an increase in retail sales in the U.S. helped dampen concerns about a recession in the world’s biggest economy Brent crude LCOc1 up 52 cents, or 0.9%, at $58.75 barrel 0352 GMT",,,,1162232106962968579,https://twitter.com/Heid_oil/status/1162232106962968579
20,SpecialEdV,2019-09-15 08:14,0,1,Just last week I read an article in the Economist which indicated that Saudi Arabia absolutely needed an increase in the cost of crude oil in order to meet short term financial goals..... Then suddenly production gets cut in half....,,,,1173193289673183232,https://twitter.com/SpecialEdV/status/1173193289673183232
21,MoaniePandium,2019-09-15 00:25,1,3,"This will, conveniently, provide the excuse to increase the crude oil price.",,,,1173075274419732481,https://twitter.com/MoaniePandium/status/1173075274419732481
22,trend_bullish,2019-09-14 14:00,1,4,"A 5$/barrel rally in the short term, crude oil inventories need to decrease to see a larger increase in the price",,,,1172918051051843584,https://twitter.com/trend_bullish/status/1172918051051843584
23,SOdaibo,2019-09-14 03:06,1,3,"That said, the particular reasons for increase in poverty in Nigeria are decreasing crude oil prices against a backdrop of over-reliance on oil (decreased production); and increased/continued stealing of public funds subsequently stored in European banks (increased consumption).",,,,1172753511907545089,https://twitter.com/SOdaibo/status/1172753511907545089
24,jjogola,2019-09-13 01:06,1,8,Wrong... Have you seen African music videos? They take the medals for that. Ladies are used to sexualise videos and increase their appeal. The videos are actually 90% nudity and 10% music. The lyrics are as lame as a duck in crude oil ...,,,,1172360980623437826,https://twitter.com/jjogola/status/1172360980623437826
25,etribune,2019-09-12 01:06,0,17,"Positive investor sentiment buoyed by higher international crude oil prices, progress on the FATF front, increase in urea prices and constitution of a stockbroker committee pushed the benchmark index upwards. https:// tribune.com.pk/story/2054170/ 2-market-watch-kse-100-rises-expectations-fatf-meeting/ …",,,,1171998367884423168,https://twitter.com/etribune/status/1171998367884423168
26,redbey,2019-09-09 06:20,2,1,ADNOC CEO: #ADNOC plans to increase the crude oil production capacity to 5 million bpd by 2030 #مؤتمر_الطاقة_العالمي #WEC2019 WECongress AdnocGroup pic.twitter.com/5JyU6jTUdY,,,#ADNOC # #WEC2019,1170990349545816064,https://twitter.com/redbey/status/1170990349545816064
27,EonNRG,2019-09-05 23:39,0,2,"#oilprice has firmed after US crude oil and refined product stockpiles fell (contrary to the increase reported by American Petroleum Institute) more than expected last week (declined by 4.8 MMBls in the week ending August 30, above forecasts of a 2.6 MMBls). #ASX #E2E pic.twitter.com/uPpEtqaPzw",,,#oilprice #ASX #E2E,1169802277349019648,https://twitter.com/EonNRG/status/1169802277349019648
28,Raja_Sw,2019-08-28 00:41,2,0,"A weaker rupee would mean India will have to pay more for crude oil and that in turn will increase prices of other essential items. And India imports over 80% of all the crude oil it needs."" Surely this is worrying. We're not talking small change here. https://www. businessinsider.in/nse-and-bse-st ocks-lost-over-15-lakh-crore-and-rupee-falls-against-dollar-due-to-tax-surcharge/amp_articleshow/70837553.cms?__twitter_impression=true …""",,,,1166556420432683008,https://twitter.com/Raja_Sw/status/1166556420432683008
29,DailyFXTeam,2019-08-27 15:44,2,4,Iran can increase its oil production to the same level as before US sanctions were imposed within three days according to Iran's Oil Minister #OOTT #crudeoil,,,#OOTT #crudeoil,1166421202509926401,https://twitter.com/DailyFXTeam/status/1166421202509926401
30,FinPlanKaluAja1,2019-08-27 13:30,3,6,Kenya joins crude oil exporting club... I will advise the Kenyans to visit Nigeria and write down WHAT NOT to do with crude oil wealth. Eg..Do not increase salaries of civil servants with oil cash Kenya exports first crude oil cargo https://www. thenational.ae/business/energ y/kenya-exports-first-crude-oil-cargo-1.902755 … via @TheNationalUAE,,@TheNationalUAE,,1166387458553962496,https://twitter.com/FinPlanKaluAja1/status/1166387458553962496
31,FirstSquawk,2019-08-27 09:37,1,6,MEXICO'S PRESIDENT LOPEZ OBRADOR SAYS MEXICO WILL INCREASE CRUDE OIL PRODUCTION BY END OF YEAR #OOTT,,,#OOTT,1166328782522740737,https://twitter.com/FirstSquawk/status/1166328782522740737
32,langmanbach,2019-08-24 16:17,1,1,"China said it would increase tariffs on $75 billion worth of American goods, including crude oil , #automobiles and farm products like #soybeans , #pork and #corn in response to Mr. Trump’s plan to tax an additional $300 billion worth of Chinese goods in September and December.",,,#automobiles #soybeans #pork #corn,1165342323305324547,https://twitter.com/langmanbach/status/1165342323305324547
33,FinanzLinksCom,2019-08-23 09:09,1,1,"The United States tends to produce lighter crude oil and import heavier crude oil : In 2018, total U.S. crude oil production grew by 17%, led by increased production of relatively light, less dense crude oil . The increase in light crude oil … http:// dlvr.it/RBlJpK »EIA",,,,1164872299297644547,https://twitter.com/FinanzLinksCom/status/1164872299297644547
34,EquidiousSignal,2019-08-22 11:41,0,2,#oilprice rises today after increase in business activity in the euro zone. #goldprice is stable around $1500 as attention shifts to Jackson Hole. #gold #xau #xauusd #Crude #Oil #oilandgas #trading #Trader #comex #commodity #daytrading #TradeWars #WTI #CrudeOil #Brent,,,#oilprice #goldprice #gold #xau #xauusd #Crude #Oil #oilandgas #trading #Trader #comex #commodity #daytrading #TradeWars #WTI #CrudeOil #Brent,1164548065803419649,https://twitter.com/EquidiousSignal/status/1164548065803419649
35,mscullion,2019-08-22 09:45,0,2,U.S. crude oil refinery inputs increase last week: #EIA #OOTT #refinery http:// English.news .cnhttp://www.xinhuanet.com/english/2019-08/22/c_138327239.htm#0-twi-1-69387-7250227817ecdff034dc9540e6c76667,,,#EIA #OOTT #refinery #0,1164518853206073345,https://twitter.com/mscullion/status/1164518853206073345
36,sabir12,2019-08-20 10:09,1,4,"Don't forget there was huge Reform of Nation Wide farm loan waiver.. MNREGA, Food Security, Oil subsidies etc.. This was time when Crude Oil was rocking around 140 $.. This Govt. had benefit of lower crude & they did increase excise duty 13 times & not passed to consumer",,,,1163800198587359233,https://twitter.com/sabir12/status/1163800198587359233
37,JohnZ_RBN,2019-08-14 16:58,1,1,Crude oil exports rebound despite shrinking Brent-WTI/MEH spreads. Overall inventories increase less-than-expected. https:// rbnenergy.com/products/gusher,,,,1161728932913340421,https://twitter.com/JohnZ_RBN/status/1161728932913340421
38,ALPLApackaging,2019-08-14 09:56,2,9,"Conventional #plastics are made out of crude oil , a non-renewable resource. We are developing new, bio-based materials with our customers and partners to increase recycling quotas and conserve the environment. http:// bit.ly/2OVGUxW #sustainablepackaging #plasticalternatives pic.twitter.com/9Ra35jeDW3",,,#plastics #sustainablepackaging #plasticalternatives,1161622525572526080,https://twitter.com/ALPLApackaging/status/1161622525572526080
39,PlattsOil,2019-08-13 18:59,5,1,. @SPGlobalPlatts Americas #crudeoil #natgas #news Aug 13 Oil rises as US scales back tariffs | http:// plts.co/dZcG50vwMix Energy interests applaud changes to Endangered Species Act | http:// plts.co/N1el50vwMiy Gas in storage forecast to increase | http:// plts.co/n27N50vwMiw pic.twitter.com/jcrU2R1NeZ,,@SPGlobalPlatts,#crudeoil #natgas #news,1161396998349758466,https://twitter.com/PlattsOil/status/1161396998349758466
40,watsupafrica,2019-08-13 16:47,0,1,#Nigeria : NNPC seeks to increase the country’s crude oil reserve to 40 billion barrels http:// nigeria.watsupafrica.com/news/nnpc-seek s-to-increase-the-countrys-crude-oil-reserve-to-40-billion-barrels/ …,,,#Nigeria,1161363624058851328,https://twitter.com/watsupafrica/status/1161363624058851328
41,FraCicardi,2019-08-13 06:20,0,0,"MENA: #Egypt targets to increase daily crude oil production to 690,000 barrels by end of 2019 - Egypt Today http://www. egypttoday.com/Article/3/7381 6/Egypt-targets-daily-crude-oil-production-to-hit-690-000 …",,,#Egypt,1161205808656506881,https://twitter.com/FraCicardi/status/1161205808656506881
0,dawn_com,2019-09-23 02:51,1,2,"Brent crude futures LCOc1 increased to as much as $65.50 a barrel. The front-month contract was at $64.84, up 57 cents, or 0.9 per cent at 0224 GMT. https://www. dawn.com/news/1506874",,,,1176011224376651781,https://twitter.com/dawn_com/status/1176011224376651781
1,MaskedNinja76,2019-09-22 23:31,0,0,"Premarkets are up 0.40% $ GLD up to $1,525 or 0.70% $ SLV up to $18.37 or 2.92% Brent Oil up $64.80 or 0.81% $ BTC fighting with the 10k level. $ QQQ $ SPY",,,,1175960735610023937,https://twitter.com/MaskedNinja76/status/1175960735610023937
2,PlattsOil,2019-09-20 01:31,10,5,"Oil futures: #Brent , #NYMEX find support from bullish US products futures as Tropical Depression Imelda in Texas pushed prices up | http:// plts.co/JNi650whgoN MidEast #sourcrude complex strengthens in as traders mull Saudi-Iraq supply deal | http:// plts.co/nU3P50whgoM pic.twitter.com/Mr8zkgv5mF",,,#Brent #NYMEX #sourcrude,1174903976921198592,https://twitter.com/PlattsOil/status/1174903976921198592
3,ForexLinksTools,2019-09-19 07:53,0,0,"http:// amzn.to/3072Uds NewsBreak - Oil Prices Jump to Session Highs, Brent up 2% http:// dlvr.it/RDQkqX http:// bit.ly/TradingSignal pic.twitter.com/9dB51iGI2O",,,,1174637649660788736,https://twitter.com/ForexLinksTools/status/1174637649660788736
4,dscommodity,2019-09-19 03:13,0,1,Today Crude Oil According To- http://Www. DScommodity.com C/W: 9149297905/7078322677: Brent rough fates LCOc1 rose 8 pennies to $63.68 a barrel by 0507 GMT while U.S. West Texas Intermediate (WTI) unrefined CLc1 was up 14 pennies to $58.25 a barrel. pic.twitter.com/487mo8aMdu,,,,1174567178126807040,https://twitter.com/dscommodity/status/1174567178126807040
5,OilSands_Brent,2019-09-18 17:54,0,1,Keep up the liberal fight Katie! You’re doing an excellent job on the campaign trail. #TrudeauMustGo #CBCisTrash,,,#TrudeauMustGo #CBCisTrash,1174426474993967104,https://twitter.com/OilSands_Brent/status/1174426474993967104
6,speedlight,2019-09-16 14:42,0,1,"Starker Anstieg im Moment der Ölpreise. Ohh jeee Brent crude oil spikes the most in history after Saudi attacks, last up 14% Beide Sorten Brent und Crude rund 15% oder ca 9 US$ https://www. cnbc.com/quotes/?symbol =@LCO.1 …",,@LCO,,1173653359657721856,https://twitter.com/speedlight/status/1173653359657721856
7,Radio702,2019-09-16 14:06,0,0,[LISTEN] #TheMoneyShow https:// buff.ly/304jdZ6,,,#TheMoneyShow,1173644222798401541,https://twitter.com/Radio702/status/1173644222798401541
8,realkelvin07,2019-09-16 12:52,0,3,Saudi Arabia lost 5.7m barrels of its Oil production capacity on Saturday. Houthi rebels struck with sophisticated drones and pierced their missile defense system. Brent crude and gold up intraday. When you need Nigeria to be strategic; Raise production capacity!,,,,1173625729231310849,https://twitter.com/realkelvin07/status/1173625729231310849
9,seanandlizs,2019-09-16 06:03,1,1,"$ RIG $ SDRL Comments from Goldmans sacks Energy Research & Senior Commodity Strategist ” Brent oil up $3 to $5 if the shutdown time is less than a week Up $5 to $14 if the shutdown is longer, 2 to 6 weeks If the shut down of pro... https:// stocktwits.com/sean1967/messa ge/177651277 … pic.twitter.com/ahTIOWHB4X",,,,1173522830497107968,https://twitter.com/seanandlizs/status/1173522830497107968
10,bsindia,2019-09-16 04:20,1,4,Brent oil sees biggest intra-day jump in 28 years. Can the up move sustain? @IamPuneetW #BSwebexclusive https:// mybs.in/2X9A01p,,@IamPuneetW,#BSwebexclusive,1173496741028597760,https://twitter.com/bsindia/status/1173496741028597760
11,jsblokland,2019-09-16 02:20,45,31,"Brent #oil up almost 10%, after rising as much as 20%, after #SaudiArabia oil installation attack. pic.twitter.com/9soWZH5jlZ",,,#oil #SaudiArabia,1173466600432947200,https://twitter.com/jsblokland/status/1173466600432947200
12,Sam58672465,2019-09-16 02:03,0,0,"Observation no. 001 Whenever there is low supply of oil due to war, etc, oil price will go up . Together with oil companies. Brent crude up 12% today after the saudi plant was bombed and 50% of saudi oil ouput capacity is down.",,,,1173462493626191872,https://twitter.com/Sam58672465/status/1173462493626191872
13,jc_louw,2019-09-16 02:02,16,18,"This is going to hurt at the Petrol Pumps, soon...  #Brent crude surged the most on record after a drone strike on a Saudi Arabian oil facility removed about 5% of global supplies"" (Bloomberg) Spiked as high as $72...Analysts say we can see highs of up to $100. pic.twitter.com/aQROGZGdip""",,,#Brent,1173462018222952448,https://twitter.com/jc_louw/status/1173462018222952448
14,rohits_bn,2019-09-16 01:48,0,0,$ SPY Brent oil up the most since 1991 As high as 19% $ USO $ XLE $ GLD $ SLV .. Gold Silver jumped Real Time pic.twitter.com/3nGJcGTfcZ,,,,1173458560669274112,https://twitter.com/rohits_bn/status/1173458560669274112
15,summer_said,2019-09-15 20:00,21,22,* Oil Extends Gains After Trump Warns U.S. 'Locked and Loaded* *WTI Up 12% at $61.20 a Barrel * Brent Up 14% at $68.36 a Barrel,,,,1173371042565361664,https://twitter.com/summer_said/status/1173371042565361664
16,StratSentinel,2019-09-15 19:27,70,77,Brent crude oil up more than 17% after #SaudiArabia oil field attack https:// twitter.com/CNBCnow/status /1173357170697617408 …,,,#SaudiArabia,1173362739605061632,https://twitter.com/StratSentinel/status/1173362739605061632
17,faisalislam,2019-09-15 19:08,243,370,Brent crude oil prices up more than $10 a barrel - about a fifth - after markets opening for first time since drone attack knocked out vast swathe of Saudi refining capacity... that is an extraordinary jump.,,,,1173358009608744961,https://twitter.com/faisalislam/status/1173358009608744961
18,JavierBlas,2019-09-15 19:04,1025,1299,BREAKING: Brent crude up $10.94 (or 18%) to $71.16 a barrel as market opens in the wake of the Saudi attacks #OOTT #SaudiArabia #oil,,,#OOTT #SaudiArabia #oil,1173356829440692226,https://twitter.com/JavierBlas/status/1173356829440692226
19,OilSheppard,2019-09-15 19:02,278,221,"Wow. Brent crude oil showing up almost 20% on open. From $60 to $71 a barrel in blink of an eye, following the attacks in Saudi Arabia this weekend #OOTT pic.twitter.com/as2rqFqwbC",,,#OOTT,1173356533868109825,https://twitter.com/OilSheppard/status/1173356533868109825
20,AzeriDaily,2019-09-23 04:56,0,0,Oil prices go up : Brent - $65 http:// azeridaily.com/news/50916,,,,1176042516501712896,https://twitter.com/AzeriDaily/status/1176042516501712896
21,brokeholder,2019-09-22 19:43,0,0,"Up at launch, then come back down. Like Brent crude oil few days ago.",,,,1175903373192830984,https://twitter.com/brokeholder/status/1175903373192830984
22,glennthewatcher,2019-09-17 08:27,0,0,"“Fears of supply shortages drove crude prices alarmingly higher on Monday, up over 14%. Brent crude spiked to $69 per barrel, the biggest one-day jump since the 1980s. ” https:// gu.com/p/cby9c/stw",,,,1173921447699505157,https://twitter.com/glennthewatcher/status/1173921447699505157
23,CanipeBrent,2019-09-16 21:32,0,0,"RT realDonaldTrump RT WhiteHouse: Oil production is up an incredible 110 percent—PLUS, New Mexico's entire mining and logging sector has seen a 40 percent increase in jobs since President Trump’s election! pic.twitter.com/rRrUDlheAx """"",,,,1173756693349576704,https://twitter.com/CanipeBrent/status/1173756693349576704
24,CapeTalk,2019-09-16 14:08,0,1,[LISTEN] #TheMoneyShow https:// buff.ly/304jdZ6,,,#TheMoneyShow,1173644719949307910,https://twitter.com/CapeTalk/status/1173644719949307910
25,JeannieLee88,2019-09-16 12:29,0,2,"That sound you hear is a roar from the energy sector, as oil prices are jolted. Western Cdn Select up 14% WTI & Brent jump 11% Stocks like Husky, Suncor, Encana also spike Gains may not hold if Saudi Arabia's oil faciilties and output recover fast from being attacked #Crude pic.twitter.com/2DnxSEBC1O",,,#Crude,1173619967905992704,https://twitter.com/JeannieLee88/status/1173619967905992704
26,biancoresearch,2019-09-16 10:01,25,32,"The world oil benchmark price is Brent . Up 10.70% today - biggest one day rise since Jan 2009, and 10 biggest days in its 33-year history. • 3 dates in Aug 1990 - Jan 1991 was the Gulf War • 3 dates in 1998 was spiking volatility at the all-time lows (small absolute moves) pic.twitter.com/IOH0b2Qf6K",,,,1173582574867951616,https://twitter.com/biancoresearch/status/1173582574867951616
27,HEDGEenergy,2019-09-16 09:29,0,0,"New Article: Brent crude oil spikes the most in history after Saudi attacks, last up 10% https:// tradeforprofit.net/2019/09/brent- crude-oil-spikes-the-most-in-history-after-saudi-attacks-last-up-10/ … #Energy September 15, 2019",,,#Energy,1173574746073706496,https://twitter.com/HEDGEenergy/status/1173574746073706496
28,afieyz,2019-09-16 09:05,0,0,Retweeted (World_ Oil _Price): Today I grew up a lot. #Oil #Brent 66.74$ (+6.54),,,#Oil #Brent,1173568714261848069,https://twitter.com/afieyz/status/1173568714261848069
29,TheStreet,2019-09-16 08:24,2,5,. @MaleehaMBCC breaks down the problem with the oil market: https:// buff.ly/2I65ENW,,@MaleehaMBCC,,1173558145744068608,https://twitter.com/TheStreet/status/1173558145744068608
30,simonmullaney,2019-09-16 07:15,0,3,Brent oil is up ~10% after #drone attack on #Aramco oil facility. I wonder how this will effect #airlines globally as it is forecasted to take months to get production back to normal pic.twitter.com/gZtEj2UqZu,,,#drone #Aramco #airlines,1173541021101297664,https://twitter.com/simonmullaney/status/1173541021101297664
